,Game,Console,Publisher,Developer,VGChartz Score,Critic Score,User Score,Total Shipped,Total Sales,NA Sales,PAL Sales,Japan Sales,Other Sales,Release Date,Last Update,ID,Genre
142,Door Kickers: Action Squad    Read the review,PC,KillHouse Games,KillHouse Games,8.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10th Sep 18,09th Oct 18,222931,Strategy
143,Dreamscaper    Read the review,NS,Unknown,Afterburner Studios,8.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23rd Jul 21,229397,Action-Adventure
144,Ender Lilies: Quietus of the Knights    Read the review,NS,Unknown,Live Wire,8.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,05th Jul 21,229342,Action-Adventure
145,Excite Truck    Read the review,Wii,Nintendo,Monster Games Inc.,8.0,7.0,N/A,N/A,0.53m,0.39m,0.03m,0.08m,0.04m,19th Nov 06,N/A,682,Racing
146,F1 2012    Read the review,X360,Codemasters,Codemasters Birmingham,8.0,8.5,N/A,N/A,0.49m,0.10m,0.34m,N/A,0.05m,18th Sep 12,11th Mar 18,70928,Racing
147,F1 2013    Read the review,X360,Codemasters,Codemasters Birmingham,8.0,N/A,N/A,N/A,0.30m,0.01m,0.28m,0.00m,0.02m,08th Oct 13,24th May 18,76415,Racing
148,Final Fantasy VII Remake Intergrade    Read the review,PS5,Square Enix,Square Enix,8.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10th Jun 21,20th May 21,228847,Role-Playing
149,Fire Emblem: Three Houses    Read the review,NS,Nintendo,Intelligent Systems,8.0,N/A,10.0,2.87m,N/A,N/A,N/A,N/A,N/A,26th Jul 19,11th Jun 19,222154,Role-Playing
150,Frostpunk    Read the review,PS4,11 bit studios,11 bit studios,8.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11th Oct 19,28th May 19,224863,Strategy
151,GORN    Read the review,PC,Unknown,Free Lives,8.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25th Jul 19,225301,Simulation
152,Granblue Fantasy Versus    Read the review,PS4,Xseed Games,Arc System Works,8.0,N/A,N/A,0.15m,N/A,N/A,N/A,N/A,N/A,18th Feb 20,06th Aug 19,225398,Fighting
153,GreedFall    Read the review,XOne,Focus Home Interactive,Spiders,8.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10th Sep 19,12th Aug 19,225492,Role-Playing
154,GRIS    Read the review,PS4,Devolver Digital,Nomada Studio,8.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th Nov 19,27th Nov 19,225805,Platform
155,Guacamelee! 2    Read the review,PS4,Unknown,DrinkBox Studios,8.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16th Aug 18,222639,Action-Adventure
156,Indivisible    Read the review,PS4,505 Games,Lab Zero Games,8.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,08th Oct 19,11th Apr 19,224683,Role-Playing
157,Insurgency: Sandstorm    Read the review,PC,Focus Home Interactive,New World Interactive,8.0,N/A,N/A,0.50m,N/A,N/A,N/A,N/A,N/A,12th Dec 18,12th Dec 18,223158,Shooter
158,Into the Breach    Read the review,PC,Subset Games,Subset Games,8.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Feb 18,10th Mar 18,221288,Strategy
159,Kingdom Hearts III    Read the review,PS4,Square Enix,Square Enix,8.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29th Jan 19,22nd Dec 17,73114,Role-Playing
160,Light Fall    Read the review,PC,Unknown,Bishop Games,8.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28th Apr 18,221935,Action-Adventure
161,Lumino City    Read the review,PC,State of Play Games,State of Play Games,8.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 15,N/A,84606,Adventure
162,Mafia: Definitive Edition    Read the review,XOne,Unknown,Hangar 13,8.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23rd Oct 20,227599,Action-Adventure
163,Manifold Garden    Read the review,PC,Unknown,William Chyr Studio,8.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25th Nov 19,225794,Puzzle
164,Marvel's Spider-Man    Read the review,PS4,Sony Interactive Entertainment,Insomniac Games,8.0,9.1,N/A,20.00m,N/A,N/A,N/A,N/A,N/A,07th Sep 18,26th Sep 18,120133,Action-Adventure
165,Monster Boy and the Cursed Kingdom    Read the review,NS,FDG Entertainment,Game Atelier,8.0,8.0,9.5,N/A,0.04m,0.03m,N/A,N/A,0.00m,06th Nov 18,17th Dec 18,220225,Action-Adventure
166,Monster Hunter: World    Read the review,XOne,Capcom,Capcom,8.0,9.4,N/A,N/A,0.93m,0.67m,0.17m,N/A,0.09m,26th Jan 18,30th Jan 18,182720,Action
167,Mortal Kombat 11    Read the review,PS4,Warner Bros. Interactive Entertainment,NetherRealm Studios,8.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23rd Apr 19,31st Mar 19,223146,Fighting
168,Mortal Shell    Read the review,PS4,Playstack,Cold Symmetry,8.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18th Aug 20,16th Aug 20,227072,Role-Playing
169,Moss    Read the review,PS4,Perp Games,Polyarc,8.0,9.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12th Jun 18,04th Mar 18,221240,Adventure
170,Nelke & the Legendary Alchemists: Ateliers of the New World    Read the review,PSV,Koei Tecmo,Gust,8.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31st Jan 19,06th Feb 19,222320,Role-Playing
171,OlliOlli2: Welcome to Olliwood    Read the review,PSV,Roll7,Roll7,8.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,03rd Mar 15,05th Apr 19,84672,Sports
172,Othercide    Read the review,PS4,Unknown,Lightbulb Crew,8.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Aug 20,227043,Strategy
173,Overcooked! 2    Read the review,NS,Sold Out,Ghost Town Games,8.0,8.4,N/A,N/A,0.29m,0.17m,0.09m,0.01m,0.03m,07th Aug 18,14th Jun 18,222193,Simulation
174,Paper Mario: The Origami King    Read the review,NS,Nintendo,Intelligent Systems,8.0,N/A,9.0,3.12m,N/A,N/A,N/A,N/A,N/A,17th Jul 20,01st Aug 20,226560,Action-Adventure
175,Persona 5 Strikers    Read the review,PS4,Atlus,Omega Force,8.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23rd Feb 21,04th Dec 20,224754,Action
176,Red Dead Redemption 2    Read the review,PS4,Rockstar Games,Rockstar Games,8.0,9.8,N/A,N/A,13.94m,5.26m,6.21m,0.21m,2.26m,26th Oct 18,02nd Nov 18,140683,Action-Adventure
177,Remnant: From the Ashes    Read the review,PC,Perfect World Entertainment,Gunfire Games,8.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20th Aug 19,07th Jul 19,225000,Shooter
178,Resident Evil 2    Read the review,PS4,Capcom,Capcom,8.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25th Jan 19,06th Nov 18,222162,Action-Adventure
179,Riddled Corpses Ex    Read the review,PSV,Unknown,Daniel Fernandez Chavez,8.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,02nd Jun 18,222031,Shooter
180,Sakuna: Of Rice and Ruin    Read the review,NS,Xseed Games,Edelweiss,8.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10th Nov 20,25th Nov 20,225399,Action-Adventure
181,SEGA AGES Thunder Force AC    Read the review,NS,Unknown,M2,8.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14th May 20,226562,Shooter
182,Shin Megami Tensei: Strange Journey Redux    Read the review,3DS,Atlus,Atlus,8.0,N/A,N/A,N/A,0.20m,0.08m,0.01m,0.10m,0.01m,15th May 18,22nd Jun 18,180623,Role-Playing
183,Shovel Knight: King of Cards    Read the review,NS,Unknown,Yacht Club Games,8.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,08th Dec 19,225848,Platform
184,Sparklite    Read the review,NS,Unknown,Red Blue Games,8.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14th Nov 19,225764,Action-Adventure
185,Spiritfarer    Read the review,NS,Thunder Lotus Games,Thunder Lotus Games,8.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 20,06th Aug 19,224964,Simulation
186,Spyro Reignited Trilogy    Read the review,PS4,Activision,Toys for Bob,8.0,N/A,N/A,N/A,2.17m,0.75m,1.07m,N/A,0.35m,13th Nov 18,08th Apr 18,221819,Platform
187,Streets of Rage 4    Read the review,NS,DotEmu,Lizardcube,8.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30th Apr 20,25th Nov 19,225798,Action
188,Super Daryl Deluxe    Read the review,NS,Dan & Gary Games,Dan & Gary Games,8.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10th Apr 18,23rd Mar 18,221410,Action
189,The Alliance Alive    Read the review,3DS,Atlus,Cattle Call,8.0,7.3,N/A,N/A,0.11m,0.04m,N/A,0.06m,0.01m,27th Mar 18,16th Mar 19,189185,Role-Playing
190,The Legend of Zelda: Link's Awakening    Read the review,NS,Nintendo,Nintendo,8.0,N/A,10.0,5.49m,N/A,N/A,N/A,N/A,N/A,20th Sep 19,11th Jun 19,223547,Action-Adventure
191,The Messenger    Read the review,NS,Sabotage,Sabotage,8.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29th Aug 18,26th Mar 18,221603,Platform
192,Tony Hawk's Pro Skater 1 + 2    Read the review,XOne,Activision,Vicarious Visions,8.0,N/A,8.6,N/A,N/A,N/A,N/A,N/A,N/A,04th Sep 20,31st Jan 21,226554,Sports
193,Torchlight II    Read the review,NS,Runic Games,Runic Games,8.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,03rd Sep 19,03rd Sep 19,225609,Action
194,Twin Breaker: A Sacred Symbols Adventure    Read the review,PS4,Lillymo Games Inc,Lillymo Games Inc,8.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24th Mar 20,13th Feb 20,226125,Action
195,Velocity 2X    Read the review,NS,Unknown,FuturLab,8.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,02nd Oct 18,222921,Action
196,Wargroove    Read the review,NS,Chucklefish,Chucklefish,8.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Feb 19,24th Mar 19,221011,Strategy
197,Yooka-Laylee and the Impossible Lair    Read the review,NS,Team 17,Playtonic Games,8.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,08th Oct 19,08th Jun 19,224923,Platform
198,Yoshi's Crafted World    Read the review,NS,Nintendo,Good-Feel,8.0,7.8,N/A,1.84m,N/A,N/A,N/A,N/A,N/A,29th Mar 19,22nd Mar 19,182717,Platform
199,Ys IX: Monstrum Nox    Read the review,PS4,Falcom Corporation,Falcom,8.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th Sep 19,24th Mar 19,223219,Role-Playing
