,ID,Game,Genre,Console,Publisher,Developer,VGChartz Score,Critic Score,User Score,Total Shipped,Total Sales,NA Sales,PAL Sales,Japan Sales,Other Sales,Release Date,Last Update
871,221164,Burnout Paradise Remastered    Read the review,Racing,PS4,Electronic Arts,Stellar Entertainment,6.0,8.0,,,0.37m,0.08m,0.22m,0.01m,0.06m,16th Mar 18,24th Feb 18
872,225140,Citizens of Space    Read the review,Role-Playing,PS4,Unknown,Eden Industries,6.0,,,,,,,,,,16th Jun 19
873,221409,ClusterPuck 99    Read the review,Sports,NS,Coatsink Software,PHL Collective,6.0,,,,,,,,,29th Mar 18,23rd Mar 18
874,221270,Code of  Princess EX    Read the review,Action,NS,Nicalis,Studio Saizensen,6.0,7.2,,,0.03m,0.02m,,0.01m,0.00m,31st Jul 18,08th Mar 18
875,224169,Croixleur Sigma    Read the review,Action,NS,Unknown,souvenir circ.,6.0,,,,,,,,,,27th Mar 19
876,221999,Crystal Crisis    Read the review,Puzzle,NS,Nicalis,Nicalis,6.0,,,,,,,,,21st Mar 19,25th May 18
877,226759,Darius Cozmic Collection Console    Read the review,Shooter,NS,Unknown,M2,6.0,,,,,,,,,,16th Jun 20
878,174548,Darksiders III    Read the review,Action,PS4,THQ Nordic,Gunfire Games,6.0,,,,0.25m,0.13m,0.07m,,0.04m,27th Nov 18,19th Dec 18
879,221231,Death end re;Quest    Read the review,Role-Playing,PS4,Idea Factory,Compile Heart,6.0,,,,0.03m,,,0.03m,,01st Dec 19,22nd Apr 18
880,220999,Death Road to Canada    Read the review,Action,NS,Unknown,Rocketcat Games,6.0,,,,,,,,,,31st Jan 18
881,226673,Destruction Allstars    Read the review,Action,PS5,Sony Interactive Entertainment,Lucid Games,6.0,,,,,,,,,12th Nov 20,02nd Aug 21
882,220928,Devil May Cry HD Collection    Read the review,Action,XOne,Capcom,Capcom,6.0,,,,0.04m,0.04m,,,0.00m,13th Mar 18,29th Jan 18
883,222301,Die for Valhalla!    Read the review,Action,NS,Unknown,Monster Couch,6.0,,,,,,,,,,04th Jul 18
884,223281,Double Cross    Read the review,Action-Adventure,NS,Graffiti,13AM Games,6.0,,,,,,,,,10th Jan 19,02nd Jan 19
885,221306,Dragon: Marked For Death    Read the review,Action,NS,Inti Creates,Inti Creates,6.0,,,,,,,,,26th Feb 19,12th Jan 19
886,224692,Falcon Age    Read the review,Action-Adventure,PS4,Outerloop Games,Outerloop Games,6.0,,,,,,,,,09th Apr 19,12th Apr 19
887,225595,Heave Ho    Read the review,Action,NS,Unknown,Le Cartel Studio,6.0,,,,,,,,,,26th Aug 19
888,226634,Hellpoint    Read the review,Role-Playing,XOne,TinyBuild Games,Cradle Games,6.0,,,,,,,,,30th Jul 20,04th Jun 20
889,225235,Hyperlight Ultimate    Read the review,Action,NS,Unknown,CatfishBlues Games,6.0,,,,,,,,,09th Jul 19,07th Jul 19
890,229684,I Am Dead    Read the review,Adventure,XS,Unknown,Hollow Ponds,6.0,,,,,,,,,,10th Sep 21
891,222935,Joggernauts    Read the review,Platform,NS,Unknown,Space Mace,6.0,,,,,,,,,,10th Oct 18
892,226945,Kingdom Hearts: Melody of Memory    Read the review,Music,PS4,Square Enix,Square Enix,6.0,,,,,,,,,13th Nov 20,18th Sep 20
893,223910,Konami Anniversary Collection: Arcade Classics    Read the review,Misc,NS,Unknown,Konami,6.0,,,,,,,,,,19th Mar 19
894,222721,LEGO Harry Potter Collection     Read the review,Action,NS,Warner Bros. Interactive Entertainment,Traveller's Tales,6.0,,,,0.33m,0.15m,0.16m,,0.03m,30th Oct 18,27th Oct 18
895,221757,LEGO The Incredibles    Read the review,Action,XOne,Warner Bros. Interactive Entertainment,Traveller's Tales,6.0,,,,0.32m,0.19m,0.10m,,0.03m,15th Jun 18,06th Nov 18
896,225534,Lornsword Winter Chronicle    Read the review,Strategy,PS4,Tower Five,Tower Five,6.0,,,,,,,,,31st Oct 19,14th Aug 19
897,222771,Luigi's Mansion 3    Read the review,Action-Adventure,NS,Nintendo,"Next Level Games, Inc.",6.0,,,9.59m,,,,,,31st Oct 19,03rd Aug 20
898,226436,Machinarium    Read the review,Adventure,XOne,Unknown,Amanita Design,6.0,,,,,,,,,,18th Apr 20
899,225220,Metal Wolf Chaos XD    Read the review,Shooter,XOne,Devolver Digital,From Software,6.0,,,,,,,,,06th Aug 19,06th Jul 19
900,225289,Mighty Switch Force! Collection    Read the review,Platform,XOne,Unknown,WayForward,6.0,,,,,,,,,,24th Jul 19
901,229367,Mind Maze    Read the review,Puzzle,PSV,Unknown,Sometimes You,6.0,,,,,,,,,,16th Jul 21
902,224611,Monster Slayers    Read the review,Role-Playing,NS,Unknown,Nerdook Productions,6.0,,,,,,,,,,04th Apr 19
903,226610,Mortal Kombat 11: Aftermath    Read the review,Fighting,PS4,Unknown,NetherRealm Studios,6.0,,,,,,,,,,29th May 20
904,221102,Mulaka    Read the review,Action-Adventure,PS4,Unknown,Lienzo,6.0,,,,,,,,,,13th Feb 18
905,223940,Mutant Year Zero: Road to Eden Deluxe Edition    Read the review,Role-Playing,NS,Funcom,Fun Com,6.0,,,,,,,,,04th Dec 18,20th Mar 19
906,225835,My Hero One’s Justice 2    Read the review,Fighting,PS4,Bandai Namco Entertainment,Byking,6.0,,,,,,,,,13th Mar 20,06th Dec 19
907,225662,Need for Speed Heat    Read the review,Racing,XOne,Electronic Arts,Ghost Games,6.0,,,,,,,,,08th Nov 19,01st Oct 19
908,225169,Neon Junctions    Read the review,Puzzle,PSV,9 Eyes Game Studio,9 Eyes Game Studio,6.0,,,,,,,,,07th Jun 19,25th Jun 19
909,221469,Neonwall    Read the review,Action,NS,JanduSoft S.L.,JanduSoft,6.0,,,,,,,,,15th Mar 18,23rd Mar 18
910,228190,Neoverse Trinity Edition    Read the review,Strategy,NS,Unknown,Tinogames Inc.,6.0,,,,,,,,,,01st Feb 21
911,228234,Neptunia Virtual Stars    Read the review,Role-Playing,PS4,Unknown,Idea Factory,6.0,,,,,,,,,,10th Feb 21
912,228379,NieR Replicant ver.1.22474487139...    Read the review,Role-Playing,PS4,Square Enix,Toylogic,6.0,,,,,,,,,23rd Apr 21,04th Mar 21
913,222801,Ninjin: Clash of Carrots    Read the review,Action,NS,Modus Games,Pocket Trap,6.0,,,,,,,,,04th Sep 18,20th Apr 19
914,227709,Oceanhorn 2: Knights of the Lost Realm    Read the review,Action-Adventure,NS,Unknown,Cornfox & Brothers,6.0,,,,,,,,,,01st Nov 20
915,223411,Odallus: The Dark Call    Read the review,Action-Adventure,NS,Digerati,JoyMasher,6.0,,,,,,,,,08th Feb 19,06th Feb 19
916,223320,Pang Adventures    Read the review,Action,NS,Unknown,DotEmu,6.0,,,,,,,,,,06th Jan 19
917,226439,Paper Beast    Read the review,Adventure,PS4,Unknown,Pixel Reef,6.0,,,,,,,,,,24th Apr 20
918,223808,Phoenix Wright: Ace Attorney Trilogy    Read the review,Adventure,NS,Capcom,Capcom,6.0,,,,,,,,,09th Apr 19,09th Mar 19
919,221523,Pode    Read the review,Adventure,NS,Henchman & Goon,Henchman & Goon,6.0,,9.0,,,,,,,01st May 18,25th Mar 18
920,220995,Pop-Up Pilgrims    Read the review,Puzzle,PS4,Unknown,Dakko Dakko,6.0,,,,,,,,,,31st Jan 18
921,225556,Psikyo Shooting Stars Bravo    Read the review,Shooter,NS,NIS America,City Connection,6.0,,,,,,,,,01st Dec 20,16th Aug 19
922,221282,Q.U.B.E. 2    Read the review,Puzzle,PC,Trapped Nerve Games,Toxic Games,6.0,,,,,,,,,13th Mar 18,09th Mar 18
923,223956,RAD    Read the review,Action-Adventure,NS,Bandai Namco Entertainment,Double Fine Productions,6.0,,,,,,,,,20th Aug 19,02nd Apr 19
924,221987,Rage 2    Read the review,Shooter,XOne,Bethesda Softworks,id Software,6.0,,,,,,,,,14th May 19,20th May 18
925,226162,Red Wings: Aces of the Sky    Read the review,Action,NS,Unknown,All in! Games,6.0,,,,,,,,,,18th Feb 20
926,153126,Redout    Read the review,Racing,NS,Nicalis,Nicalis,6.0,,,,,,,,,30th Dec 18,15th Aug 18
927,222079,RemiLore: Lost Girl in the Lands of Lore    Read the review,Action,NS,Nicalis,Nicalis,6.0,,,,,,,,,26th Feb 19,22nd Mar 19
928,226597,Resolutiion    Read the review,Action-Adventure,NS,Unknown,Monolith of Minds,6.0,,,,,,,,,,26th May 20
929,225452,River City Girls    Read the review,Action,NS,WayForward Technologies,WayForward Technologies,6.0,,,,,,,,,05th Sep 19,09th Aug 19
930,226833,Rocket Arena    Read the review,Shooter,XOne,Electronic Arts,Final Strike Games,6.0,,,,,,,,,14th Jul 20,19th Jun 20
931,225757,Rocket Wars    Read the review,Action,NS,Unknown,Rooftop Panda,6.0,,,,,,,,,,12th Nov 19
932,221929,Rogue Aces    Read the review,Action,NS,Unknown,Infinite State Games,6.0,,,,,,,,,,27th Apr 18
933,224538,Sakura Wars (2019)    Read the review,Strategy,PS4,Sega,Sega,6.0,,,,,,,,,28th Apr 20,28th Jul 20
934,224120,Samurai Shodown    Read the review,Fighting,PS4,SNK,SNK Playmore,6.0,,,,,,,,,27th Jun 19,04th May 19
935,228295,Samurai Warriors 5    Read the review,Action,XOne,Unknown,Koei Tecmo Games,6.0,,,,,,,,,,18th Feb 21
936,228686,Say No! More    Read the review,Misc,NS,Unknown,Studio Fizbin,6.0,,,,,,,,,,08th Apr 21
937,221175,Shining Resonance Refrain    Read the review,Role-Playing,NS,Sega,Media.Vision,6.0,,,,0.09m,0.05m,0.01m,0.01m,0.01m,10th Jul 18,15th Sep 18
938,225857,Shovel Knight Showdown    Read the review,Fighting,NS,Unknown,Yacht Club Games,6.0,,,,,,,,,,08th Dec 19
939,225808,Simulacra    Read the review,Adventure,XOne,Unknown,Kaigan Games OÜ,6.0,,,,,,,,,,28th Nov 19
940,221876,Sir Eatsalot    Read the review,Platform,PSV,Unknown,Behind the Stone,6.0,,,,,,,,,,17th Apr 18
941,220921,Sky Force Reloaded    Read the review,Shooter,NS,Infinite Dreams Inc.,Infinite Dreams Inc.,6.0,,,,,,,,,01st Feb 18,28th Jan 18
942,221974,Smoke and Sacrifice    Read the review,Role-Playing,NS,Unknown,Solar Sail Games,6.0,,,,,,,,,,15th May 18
943,220631,SNK Heroines Tag Team Frenzy    Read the review,Fighting,NS,NIS America,SNK Corporation,6.0,,,,0.05m,0.02m,0.01m,0.01m,0.00m,07th Sep 18,04th Aug 18
944,224918,SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated    Read the review,Platform,XOne,THQ Nordic,THQ Nordic,6.0,,,,,,,,,23rd Jun 20,29th Sep 20
945,222106,Star Wars Jedi: Fallen Order    Read the review,Action-Adventure,PS4,Electronic Arts,Respawn Entertainment,6.0,,,,,,,,,15th Nov 19,13th Apr 19
946,220164,State of Decay 2    Read the review,Action-Adventure,XOne,Microsoft Studios,Undead Labs,6.0,7.0,,,0.46m,0.27m,0.14m,,0.04m,22nd May 18,25th Sep 18
947,225701,Stela    Read the review,Platform,XOne,Unknown,SkyBox Labs,6.0,,,,,,,,,,22nd Oct 19
948,229329,SturmFront: The Mutant War - Farewell Edition    Read the review,Shooter,PSV,Unknown,Andrade Games,6.0,,,,,,,,,,04th Jul 21
949,229647,Super Animal Royale    Read the review,Action,NS,Unknown,Pixile,6.0,,,,,,,,,,27th Aug 21
950,224743,Super Blood Hockey    Read the review,Sports,NS,Digerati,Loren Lemcke,6.0,,,,,,,,,26th Apr 19,23rd Apr 19
951,225940,Super Crush KO    Read the review,Action,NS,Unknown,Vertex Pop,6.0,,,,,,,,,,10th Jan 20
952,220224,Super Meat Boy Forever    Read the review,Platform,NS,Team Meat,Team Meat,6.0,,,,,,,,,26th Dec 20,13th Feb 18
953,225280,Super Monkey Ball: Banana Blitz HD    Read the review,Platform,NS,Sega,Sega,6.0,,,,,,,,,29th Oct 19,31st Jan 21
954,225212,Super Mutant Alien Assault    Read the review,Action,NS,Unknown,Cybernate,6.0,,,,,,,,,,04th Jul 19
955,222383,Super Skull Smash GO! 2 Turbo    Read the review,Platform,PSV,Poppy Works,TACS Games,6.0,,,,,,,,,17th Jul 18,22nd Jul 18
956,203225,Sword Art Online: Fatal Bullet    Read the review,Role-Playing,PS4,Namco Bandai Games,Dimps Corporation,6.0,,,,0.29m,0.11m,0.03m,0.13m,0.03m,23rd Feb 18,23rd Feb 18
957,225614,The Blackout Club    Read the review,Action-Adventure,XOne,Unknown,Question,6.0,,,,,,,,,,04th Sep 19
958,226619,The Dark Pictures Anthology: Little Hope    Read the review,Adventure,PS4,Bandai Namco Entertainment,Supermassive Games Ltd.,6.0,,,,,,,,,30th Oct 20,29th May 20
959,221960,The Fall    Read the review,Adventure,NS,Unknown,Over the Moon,6.0,,,,,,,,,,09th May 18
960,226651,The Last Campfire    Read the review,Adventure,XOne,Hello Games,Hello Games,6.0,,,,,,,,,01st Dec 20,08th Jun 20
961,221157,The Liar Princess and the Blind Prince     Read the review,Platform,PSV,Nippon Ichi Software,Nippon Ichi Software,6.0,,,,0.01m,,,0.01m,,31st May 18,06th Jun 18
962,222635,The Spectrum Retreat    Read the review,Puzzle,PC,Unknown,Dan Smith Studios,6.0,,,,,,,,,,16th Aug 18
963,221120,The Station    Read the review,Adventure,PC,Unknown,The Station,6.0,,,,,,,,,,19th Feb 18
964,163774,The Surge    Read the review,Action,XOne,Focus Home Interactive,DECK13 Interactive,,,,,0.12m,0.07m,0.04m,,0.01m,16th May 17,06th Jan 18
965,220666,The Vanishing of Ethan Carter    Read the review,Adventure,XOne,The Astronauts,The Astronauts,6.0,,,,,,,,,19th Jan 18,12th Jan 18
966,227426,The Walking Dead: Onslaught    Read the review,Shooter,PS4,Unknown,Survios,6.0,,,,,,,,,,08th Oct 20
967,226133,The Wonderful 101: Remastered    Read the review,Action-Adventure,PC,PlatinumGames,PlatinumGames,6.0,,,,,,,,,19th May 20,13th Feb 20
968,223095,This War of Mine: Complete Edition    Read the review,Simulation,NS,Unknown,11 bit studios,6.0,,,,,,,,,,25th Nov 18
969,220236,Titan Quest    Read the review,Action,PS4,THQ Nordic,Iron Lore Entertainment,6.0,,,,0.02m,0.02m,,,0.00m,20th Mar 18,24th Mar 19
970,228165,Tohu    Read the review,Adventure,XOne,Unknown,Fireart Games,6.0,,,,,,,,,,30th Jan 21
971,226868,Ultracore    Read the review,Action,NS,Unknown,Digital Illusions,6.0,,,,,,,,,,26th Jun 20
972,226346,Underhero    Read the review,Role-Playing,NS,Unknown,Paper Castle Games,6.0,,,,,,,,,,17th Mar 20
973,222511,Unexplored: Unlocked Edition    Read the review,Role-Playing,NS,Unknown,Ludomotion,6.0,,,,,,,,,,07th Aug 18
974,181515,Vampyr    Read the review,Role-Playing,PC,Focus Home Interactive,DONTNOD Entertainment,6.0,,,0.16m,,,,,,05th Jun 18,08th Feb 18
975,223157,Vane    Read the review,Adventure,PS4,Friend & Foe,Friend & Foe,6.0,,,,,,,,,15th Jan 19,24th Mar 19
976,225523,Vitamin Connection    Read the review,Action,NS,Unknown,Way Forward,6.0,,,,,,,,,,13th Aug 19
977,224579,Warparty    Read the review,Strategy,PC,Unknown,Crazy Monkey Studios,6.0,,,,,,,,,,31st Mar 19
978,228739,Wonder Boy: Asha in Monster World    Read the review,Platform,NS,Unknown,ArtDink,6.0,,,,,,,,,,15th Apr 21
979,222088,Yomawari: The Long Night Collection    Read the review,Action-Adventure,NS,NIS America,Nippon Ichi Software,6.0,,,,0.05m,0.04m,,0.01m,0.00m,30th Oct 18,07th Nov 18
980,222952,Zarvot    Read the review,Action,NS,Unknown,Snowhydra Games,6.0,,,,,,,,,,14th Oct 18
981,224998,Zombie Army 4: Dead War    Read the review,Shooter,XOne,Rebellion Developments,Rebellion Games,6.0,,,,,,,,,04th Feb 20,12th Jul 19
982,7004,Baroque    Read the review,Role-Playing,PS2,Atlus,Sting,6.0,,,,0.13m,0.05m,0.04m,0.02m,0.01m,08th Apr 08,
983,17791,Baroque    Read the review,Role-Playing,Wii,Atlus,Sting,6.0,5.2,,,0.08m,0.07m,0.00m,0.00m,0.01m,08th Apr 08,
984,42955,Deflector    Read the review,Action,PSN,Gamehastra,GameShastra,6.0,,,,,,,,,28th Jan 10,
985,42151,Fat Princess: Fistful of Cake    Read the review,Action,PSP,Sony Computer Entertainment,SuperVillain Studios,6.0,7.0,,,0.13m,0.08m,0.02m,,0.02m,04th May 10,
986,30969,Indiana Jones and the Staff of Kings    Read the review,Action,Wii,LucasArts,Artificial Mind and Movement,6.0,5.1,,,0.72m,0.36m,0.29m,,0.07m,09th Jun 09,
987,39933,Left 4 Dead: Crash Course    Read the review,Shooter,XBL,Electronic Arts,Valve Software,6.0,,,,,,,,,29th Sep 09,
988,25731,Need for Speed: Undercover    Read the review,Racing,PS3,Electronic Arts,EA Vancouver,6.0,5.9,,,2.06m,0.63m,1.01m,0.05m,0.38m,17th Nov 08,
989,25735,Need for Speed: Undercover    Read the review,Racing,X360,Electronic Arts,EA Vancouver,6.0,6.3,,,1.69m,0.80m,0.70m,0.01m,0.18m,17th Nov 08,
990,32621,Rag Doll Kung Fu: Fists of Plastic    Read the review,Fighting,PSN,Sony Computer Entertainment,Tarsier Studios,6.0,6.2,,,,,,,,09th Apr 09,
991,30606,Trivial Pursuit    Read the review,Misc,Wii,Electronic Arts,Adrenalin Interactive,6.0,7.3,,,0.57m,0.20m,0.30m,,0.06m,10th Mar 09,
992,36598,Family Feud: 2010 Edition    Read the review,Misc,Wii,Ubisoft,Ludia Inc.,5.9,,,,0.62m,0.58m,,,0.04m,29th Sep 09,
993,31621,Gardening Mama    Read the review,Puzzle,DS,Majesco,Taito Corporation,5.9,6.6,,,1.36m,0.79m,0.42m,0.01m,0.13m,31st Mar 09,
994,71542,Driveclub    Read the review,Racing,PS4,Sony Computer Entertainment,Evolution Studios,5.8,7.2,,2.00m,,,,,,07th Oct 14,25th Sep 18
995,72139,The Sims 4    Read the review,Simulation,PC,Electronic Arts,Maxis,5.8,7.0,,,4.10m,1.20m,2.60m,,0.30m,02nd Sep 14,29th Dec 17
996,17062,Afro Samurai    Read the review,Action,PS3,Namco Bandai,Namco Bandai Games,5.7,6.5,,,0.20m,0.12m,0.05m,,0.03m,27th Jan 09,
997,17061,Afro Samurai    Read the review,Action,X360,Namco Bandai,Namco Bandai Games,5.7,6.4,,,0.24m,0.16m,0.05m,,0.02m,27th Jan 09,
998,25384,The Lord of the Rings: Conquest,Action,PS3,Electronic Arts,Pandemic Studios,,5.8,,,0.75m,0.38m,0.26m,,0.11m,13th Jan 09,
999,228837,Aluna: Sentinel of the Shards    Read the review,Role-Playing,NS,Unknown,Digiart Interactive,5.5,,,,,,,,,,20th May 21
1000,227924,Atelier Ryza 2: Lost Legends & the Secret Fairy    Read the review,Role-Playing,PS5,Unknown,Gust,5.5,,,,,,,,,,09th Dec 20
1001,229519,Bloodroots    Read the review,Action,XS,Unknown,Paper Cult,5.5,,,,,,,,,,17th Aug 21
1002,43864,Bodycount    Read the review,Shooter,X360,Codemasters,Guildford Studio,5.5,4.8,,,0.11m,0.07m,0.03m,,0.01m,30th Aug 11,
1003,228135,Down in Bermuda    Read the review,Puzzle,XOne,Unknown,Yak & co,5.5,,,,,,,,,,27th Jan 21
1004,229759,Lake    Read the review,Adventure,PC,Unknown,Gamious,5.5,,,,,,,,,,22nd Sep 21
1005,229094,Life is Strange: True Colors    Read the review,Adventure,XS,Unknown,Deck Nine Games,5.5,,,,,,,,,,16th Jun 21
1006,226950,Need a Packet?    Read the review,Simulation,PSV,Unknown,Marginal act,5.5,,,,,,,,,,18th Jul 20
1007,227964,Phogs!    Read the review,Puzzle,XOne,Unknown,Bit Loom Studios,5.5,,,,,,,,,,26th Dec 20
1008,228881,Sludge Life    Read the review,Adventure,NS,Unknown,Terri Vellmann,5.5,,,,,,,,,,02nd Jun 21
1009,228844,Wing of Darkness    Read the review,Shooter,PS4,Unknown,Production Exabilities,5.5,,,,,,,,,,22nd Jun 21
1010,35187,Assassin's Creed: Bloodlines    Read the review,Action,PSP,Ubisoft,Griptonite Studio,5.4,6.3,,,1.26m,0.43m,0.50m,0.05m,0.28m,17th Nov 09,
1011,42066,Dark Void Zero    Read the review,Platform,DSiW,Capcom,Other Ocean Interactive,5.3,8.5,,,,,,,,18th Jan 10,
1012,33337,Night at the Museum: Battle of the Smithsonian    Read the review,Action,X360,Majesco,"Pipeworks Software, Inc.",5.3,5.4,,,0.11m,0.07m,0.03m,,0.01m,05th May 09,
1013,25383,The Lord of the Rings: Conquest    Read the review,Action,X360,Electronic Arts,Pandemic Studios,5.3,5.9,,,0.63m,0.37m,0.20m,,0.06m,13th Jan 09,
1014,2666,Wii Play    Read the review,Misc,Wii,Nintendo,Nintendo EAD,5.3,5.9,4.5,28.02m,,,,,,12th Feb 07,
1015,35502,Academy of Champions: Soccer    Read the review,Sports,Wii,Ubisoft,Ubisoft Vancouver,5.2,7.1,,,0.12m,0.09m,0.02m,,0.01m,03rd Nov 09,
1016,30895,Crystal Defenders R1    Read the review,Strategy,WW,Square Enix,Square Enix,5.2,6.4,,,,,,,,20th Apr 09,
1017,221893,Red Faction: Guerrilla Re-Mars-tered    Read the review,Shooter,XOne,THQ Nordic,Volition,5.0,,,,0.05m,0.04m,0.01m,,0.00m,03rd Jul 18,20th Apr 18
1018,228758,Adios    Read the review,Adventure,XOne,Unknown,Mischief,5.0,,,,,,,,,,18th Apr 21
1019,68391,Afterfall: InSanity    Read the review,Action,PC,Unknown,ntoxicate Studios,5.0,,,,,,,,,25th Nov 11,
1020,222319,Antigraviator    Read the review,Racing,PC,Iceberg Interactive,Cybernetic Walrus,5.0,,,,,,,,,06th Jun 18,06th Jul 18
1021,224940,Blair Witch    Read the review,Adventure,XOne,Microsoft Game Studios,Bloober Team,5.0,,,,,,,,,30th Aug 19,08th Jul 19
1022,221351,Bleed 2    Read the review,Action,NS,Digerati,Bootdisk Revolution,5.0,,,,,,,,,08th Mar 18,16th Apr 19
1023,227298,Bounty Battle    Read the review,Fighting,NS,Unknown,DarkScreen Games,5.0,,,,,,,,,,09th Sep 20
1024,227846,Cake Bash    Read the review,Party,NS,Unknown,High Tea Frog,5.0,,,,,,,,,,23rd Nov 20
1025,224872,Call of Duty: Modern Warfare    Read the review,Shooter,XOne,Activision,Infinity Ward,5.0,,,,,,,,,25th Oct 19,01st Jun 19
1026,221193,Clustertruck    Read the review,Misc,NS,TinyBuild Games,Landfall,5.0,,,,,,,,,15th Mar 18,01st Mar 18
1027,221811,Concrete Genie    Read the review,Action-Adventure,PS4,Sony Interactive Entertainment,PixelOpus,5.0,,,,,,,,,08th Oct 19,10th Apr 20
1028,82914,Crackdown 3    Read the review,Action,XOne,Microsoft Studios,Sumo Digital Ltd,5.0,,,,,,,,,15th Feb 19,12th Aug 20
1029,225775,Dark Devotion    Read the review,Action-Adventure,PS4,Unknown,Hibernian Workshop,5.0,,,,,,,,,,18th Nov 19
1030,223644,Degrees of Separation    Read the review,Puzzle,NS,Unknown,Moondrop,5.0,,,,,,,,,,19th Feb 19
1031,225718,Deliver Us The Moon    Read the review,Adventure,PC,Unknown,KeokeN Interactive,5.0,,,,,,,,,,27th Oct 19
1032,221094,Disc Jam    Read the review,Sports,NS,High Horse Entertainment,High Horse Entertainment,5.0,,4.9,,,,,,,08th Feb 18,12th Feb 18
1033,222827,Downward Spiral: Horus Station    Read the review,Action-Adventure,PS4,3rd Eye Studios,3rd Eye Studios,5.0,,,,,,,,,18th Sep 18,18th Sep 18
1034,226337,Draugen    Read the review,Adventure,XOne,Unknown,Red Thread Games,5.0,,,,,,,,,,16th Mar 20
1035,223860,Emerald Shores    Read the review,Platform,PSV,Unknown,Fordesoft,5.0,,,,,,,,,,16th Mar 19
1036,226277,Exit the Gungeon    Read the review,Action-Adventure,PC,Devolver Digital,Dodge Roll,5.0,,,,,,,,,17th Mar 20,03rd Mar 20
1037,221791,Ghost of Tsushima    Read the review,Action-Adventure,PS4,Sony Interactive Entertainment,Sucker Punch,5.0,8.8,,6.50m,,,,,,17th Jul 20,10th Jul 20
1038,227297,Hyrule Warriors: Age of Calamity    Read the review,Action,NS,Nintendo,Koei Tecmo Games,5.0,9.0,,3.70m,,,,,,20th Nov 20,12th Sep 20
1039,220612,InnerSpace    Read the review,Adventure,NS,"Aspyr Media, Inc.",PolyKnight Games,5.0,6.5,,,,,,,,16th Jan 18,12th Jan 18
1040,228819,Leisure Suit Larry: Wet Dreams Dry Twice    Read the review,Adventure,XOne,Unknown,CrazyBunch,5.0,,,,,,,,,,09th May 21
1041,223170,Mages of Mystralia    Read the review,Action-Adventure,NS,Borealys Games,Borealys Games,5.0,,7.0,,,,,,,29th Jan 19,16th Dec 18
1042,228277,Mario Golf: Super Rush    Read the review,Sports,NS,Nintendo,Camelot Software Planning,5.0,,,1.34m,,,,,,25th Jun 21,17th Feb 21
1043,196501,Moons Of Madness    Read the review,Role-Playing,XOne,Funcom,Rock Pocket Ltd,5.0,,,,,,,,,24th Mar 20,16th Jan 20
1044,227369,No Straight Roads    Read the review,Music,XOne,Unknown,Metronomik,5.0,,,,,,,,,,23rd Sep 20
1045,221082,Old Man's Journey    Read the review,Puzzle,NS,Broken Rules,Broken Rules,5.0,,8.8,,,,,,,20th Feb 18,12th Feb 18
1046,223413,Oniken: Unstoppable Edition    Read the review,Action,NS,Unknown,JoyMasher,5.0,,7.0,,,,,,,,06th Feb 19
1047,228102,Override 2: Super Mech League    Read the review,Fighting,PC,Unknown,The Balance Inc,5.0,,,,,,,,,,24th Jan 21
1048,220596,Rad Rodgers    Read the review,Platform,XOne,THQ Nordic,3D Realms,5.0,,,,0.02m,0.02m,,,0.00m,21st Feb 18,08th Jan 18
1049,226412,Resident Evil: Resistance    Read the review,Action,PS4,Unknown,Capcom,5.0,,,,,,,,,,11th Apr 20
1050,225751,Ritual: Crown of Horns    Read the review,Shooter,NS,Unknown,Draw Distance,5.0,,,,,,,,,,10th Nov 19
1051,222967,Save me Mr Tako: Tasukete Tako-San    Read the review,Platform,NS,Nicalis,Christophe Galati,5.0,,,,,,,,,30th Oct 18,17th Oct 18
1052,44585,Saw II: Flesh & Blood    Read the review,Action,X360,Konami,Zombie Studios,5.0,4.9,,,0.15m,0.10m,0.04m,,0.01m,19th Oct 10,
1053,85755,Sea of Thieves    Read the review,Action-Adventure,PC,Microsoft Studios,Rare Ltd.,5.0,6.7,,1.00m,,,,,,20th Mar 18,01st Oct 18
1054,222598,Seeking Dawn    Read the review,Shooter,PC,Multiverse,Multiverse Entertainment,5.0,,,,,,,,,12th Jul 18,12th Aug 18
1055,221084,Shiftlings - Enhanced Edition    Read the review,Platform,NS,Unknown,Rock Pocket Ltd,5.0,,,,,,,,,,09th Feb 18
1056,227058,Skully    Read the review,Action,NS,Unknown,Finish Line Games,5.0,,,,,,,,,,08th Aug 20
1057,225715,Stranded Sails: Explorers of the Cursed Islands    Read the review,Role-Playing,NS,Unknown,Lemonbomb Entertainment,5.0,,,,,,,,,,27th Oct 19
1058,222001,Super Neptunia RPG    Read the review,Role-Playing,PS4,Idea Factory International,Idea Factory,5.0,,,,0.01m,,,0.01m,,31st Mar 19,29th Dec 18
1059,224551,Sword Art Online: Alicization Lycoris    Read the review,Role-Playing,PS4,Bandai Namco Entertainment,Bandai Namco Games,5.0,,,,,,,,,10th Jul 20,30th Mar 19
1060,227411,Swordbreaker The Game    Read the review,Adventure,PSV,Unknown,DuCats Games Studio,5.0,,,,,,,,,,01st Oct 20
1061,226960,Tennis 1920s    Read the review,Sports,NS,Unknown,Helium9 Games,5.0,,,,,,,,,,20th Jul 20
1062,226359,The Complex    Read the review,Adventure,NS,Unknown,Wales Interactive Ltd.,5.0,,,,,,,,,,20th Mar 20
