,ID,Game,Genre,Console,Publisher,Developer,VGChartz Score,Critic Score,User Score,Total Shipped,Total Sales,NA Sales,PAL Sales,Japan Sales,Other Sales,Release Date,Last Update
163,12466,Virtua Fighter 5 Online    Read the review,Fighting,X360,Sega,Sega-AM2,8.7,9.2,,,0.28m,0.20m,0.02m,0.03m,0.02m,30th Oct 07,
164,50526,Bastion    Read the review,Role-Playing,XBL,Warner Bros. Interactive Entertainment,Supergiant Games,8.6,9.0,,,,,,,,20th Jul 11,
165,13825,Borderlands    Read the review,Shooter,PS3,2K Games,Gearbox Software,8.6,8.2,,,2.12m,1.22m,0.61m,,0.29m,20th Oct 09,
166,13826,Borderlands    Read the review,Shooter,X360,2K Games,Gearbox Software,8.6,8.3,,,3.48m,2.43m,0.72m,0.03m,0.30m,20th Oct 09,
167,31686,Burnout Paradise: The Ultimate Box    Read the review,Racing,PS3,Electronic Arts,Criterion Games,8.6,9.0,,,0.07m,,0.05m,0.01m,0.01m,06th Feb 09,
168,32120,Burnout Paradise: The Ultimate Box    Read the review,Racing,X360,Electronic Arts,Criterion Games,8.6,,,,0.03m,,0.03m,0.00m,0.00m,06th Feb 09,
169,3330,Final Fantasy XII: Revenant Wings    Read the review,Role-Playing,DS,Square Enix,Square Enix / Think and Feel Inc.,8.6,8.2,,1.04m,,,,,,20th Nov 07,
170,25700,Fire Emblem: Shadow Dragon    Read the review,Strategy,DS,Nintendo,Intelligent Systems,8.6,8.2,,0.52m,,,,,,16th Feb 09,
171,17647,flower    Read the review,Adventure,PSN,Sony Computer Entertainment,thatgamecompany,8.6,8.8,9.0,,,,,,,12th Feb 09,
172,40566,League of Legends    Read the review,Strategy,PC,THQ,Riot Games,8.6,8.0,,,,,,,,27th Oct 09,23rd Nov 18
173,33187,Madden NFL 10    Read the review,Sports,PS3,EA Sports,EA Tiburon,8.6,8.5,,,2.37m,2.03m,0.13m,,0.21m,14th Aug 09,
174,33189,Madden NFL 10    Read the review,Sports,X360,EA Sports,EA Tiburon,8.6,8.6,,,2.83m,2.52m,0.09m,,0.22m,14th Aug 09,
175,33609,Muramasa: The Demon Blade    Read the review,Role-Playing,Wii,Ignition Entertainment,Vanillaware,8.6,8.0,9.3,0.05m,,,,,,08th Sep 09,10th Jan 19
176,18930,N+    Read the review,Platform,XBL,Metanet Software Inc.,Slick Entertainment,8.6,,,,,,,,,20th Feb 08,
177,31147,Need for Speed: Shift    Read the review,Racing,PS3,Electronic Arts,Slightly Mad Studios,8.6,8.2,,,2.65m,0.69m,1.40m,0.04m,0.52m,15th Sep 09,
178,31149,Need for Speed: Shift    Read the review,Racing,X360,Electronic Arts,Slightly Mad Studios,8.6,8.2,,,1.91m,0.73m,0.96m,0.01m,0.22m,15th Sep 09,
179,82217,Never Alone    Read the review,Misc,PC,E-Line Media,Unknown,8.6,,,0.37m,,,,,,18th Nov 14,
180,35054,NHL 10    Read the review,Sports,PS3,EA Sports,EA Canada,8.6,9.1,,,0.57m,0.38m,0.12m,,0.07m,15th Sep 09,
181,35055,NHL 10    Read the review,Sports,X360,EA Sports,EA Canada,8.6,9.1,,,0.66m,0.51m,0.10m,,0.06m,15th Sep 09,
182,17544,PixelJunk Monsters    Read the review,Strategy,PSN,Sony Computer Entertainment,Q-Games,8.6,8.4,,,,,,,,24th Jan 08,
183,34804,PixelJunk Shooter    Read the review,Shooter,PSN,Sony Computer Entertainment,Q-Games,8.6,8.5,,,,,,,,10th Dec 09,
184,23265,Rune Factory: Frontier    Read the review,Role-Playing,Wii,Xseed Games,Neverland Company,8.6,7.9,,,0.37m,0.16m,0.13m,0.04m,0.03m,17th Mar 09,
185,16649,Space Invaders Extreme    Read the review,Shooter,DS,Square Enix,Taito Corporation,8.6,8.3,,,0.15m,0.12m,0.01m,0.01m,0.01m,17th Jun 08,
186,26680,Yakuza 3    Read the review,Adventure,PS3,Sega,Sega,8.6,7.9,,0.50m,,,,,,09th Mar 10,02nd Jan 18
187,31375,Battlefield 1943    Read the review,Shooter,PSN,Electronic Arts,EA DICE,8.5,8.5,,,,,,,,09th Jul 09,
188,31376,Battlefield 1943    Read the review,Shooter,XBL,Electronic Arts,EA DICE,8.5,8.4,,,,,,,,08th Jul 09,
189,30764,BIT.TRIP BEAT    Read the review,Misc,WW,Aksys Games,Gaijin Games Inc.,8.5,7.5,,,,,,,,16th Mar 09,
190,13684,Boom Blox    Read the review,Puzzle,Wii,Electronic Arts,EA Los Angeles,8.5,8.6,8.9,,1.21m,0.71m,0.38m,0.00m,0.12m,06th May 08,
191,39017,Call of Duty: Modern Warfare: Reflex Edition    Read the review,Shooter,Wii,Activision,Treyarch,8.5,7.2,8.9,,1.51m,0.94m,0.43m,,0.14m,10th Nov 09,
192,27363,Cave Story    Read the review,Platform,WW,Unknown,Nicalis,8.5,8.8,,,,,,,,22nd Mar 10,
193,7385,Crisis Core: Final Fantasy VII    Read the review,Role-Playing,PSP,Square Enix,Square Enix,8.5,8.1,9.0,2.50m,,,,,,25th Mar 08,
194,34460,Critter Crunch    Read the review,Puzzle,PSN,Capybara Games,Capybara Games,8.5,8.8,,,,,,,,08th Oct 09,
195,72006,Cyberpunk 2077    Read the review,Action-Adventure,PS4,CD Projekt Red Studio,CD Projekt Red Studio,8.5,,,3.84m,,,,,,19th Nov 20,10th Jun 19
196,28960,DiRT 2    Read the review,Racing,PS3,Codemasters,Codemasters,8.5,8.8,,,0.99m,0.27m,0.53m,0.00m,0.19m,08th Sep 09,
197,28959,DiRT 2    Read the review,Racing,X360,Codemasters,Codemasters,8.5,8.8,,,0.80m,0.32m,0.39m,0.00m,0.09m,08th Sep 09,
198,33502,Dragon Age: Origins    Read the review,Role-Playing,PS3,Electronic Arts,BioWare Edmonton,8.5,8.7,,,1.67m,0.96m,0.42m,0.08m,0.21m,03rd Nov 09,
199,228393,Everhood    Read the review,Role-Playing,NS,Unknown,Chris Nordgren,8.5,,,,,,,,,,07th Mar 21
200,32212,ExciteBots: Trick Racing    Read the review,Racing,Wii,Nintendo,Monster Games,8.5,7.7,,,0.28m,0.26m,,,0.02m,20th Apr 09,
201,7636,Fable II    Read the review,Role-Playing,X360,Microsoft Game Studios,Lionhead Studios,8.5,9.0,9.3,3.50m,,,,,,21st Oct 08,
202,228381,Guilty Gear -Strive-    Read the review,Fighting,PS5,Unknown,Arc System Works,8.5,,,,,,,,,,04th Mar 21
203,35237,Half-Minute Hero    Read the review,Role-Playing,PSP,Xseed Games,Opus Studio,8.5,8.5,,0.07m,,,,,,13th Oct 09,
204,35121,Hustle Kings    Read the review,Sports,PSN,Sony Computer Entertainment,VooFoo Studios,8.5,8.5,,,,,,,,28th Jan 10,25th Sep 18
205,7397,Kingdom Hearts 358/2 Days    Read the review,Role-Playing,DS,Square Enix,High Horse Entertainment,8.5,7.5,,1.70m,,,,,,29th Sep 09,
206,7635,Mass Effect    Read the review,Role-Playing,X360,Microsoft Game Studios,BioWare Edmonton,8.5,9.2,9.1,,2.91m,1.83m,0.79m,0.03m,0.27m,20th Nov 07,
207,46309,Mass Effect 2: Lair of the Shadow Broker    Read the review,Role-Playing,XBL,Electronic Arts,BioWare Edmonton,8.5,8.7,,,,,,,,07th Sep 10,
208,30086,MLB 09: The Show    Read the review,Sports,PS3,Sony Computer Entertainment,SCE San Diego Studio,8.5,8.9,,,0.72m,0.66m,,,0.06m,03rd Mar 09,04th Dec 18
209,3850,MotorStorm    Read the review,Racing,PS3,Sony Computer Entertainment,Evolution Studios,8.5,8.2,,3.00m,,,,,,06th Mar 07,
210,13444,Patapon    Read the review,Platform,PSP,Sony Computer Entertainment,Pyramid/JAPAN Studio,8.5,8.7,,,0.82m,0.33m,0.25m,0.07m,0.17m,26th Feb 08,
211,32805,Picross 3D    Read the review,Puzzle,DS,Nintendo,HAL Laboratory,8.5,8.7,,,0.50m,0.28m,0.03m,0.16m,0.03m,03rd May 10,
212,34267,Pokémon Heart Gold / Soul Silver Version    Read the review,Role-Playing,DS,Nintendo,Game Freak,8.5,8.6,,12.72m,,,,,,14th Mar 10,
213,27314,Punch-Out!!    Read the review,Fighting,Wii,Nintendo,Next Level Games,8.5,8.7,,1.14m,,,,,,18th May 09,
214,228695,Resident Evil 8: Village    Read the review,Action-Adventure,PS4,Capcom,Capcom,8.5,,,,,,,,,07th May 21,09th Apr 21
215,1893,Resistance: Fall of Man    Read the review,Shooter,PS3,Sony Computer Entertainment,Insomniac Games,8.5,8.5,9.1,2.12m,,,,,,14th Nov 06,
216,229415,Russian Subway Dogs    Read the review,Action,PSV,Unknown,Spooky Squid Games Inc.,8.5,,,,,,,,,,25th Jul 21
217,228396,ScourgeBringer    Read the review,Platform,PSV,Unknown,Flying Oak Games,8.5,,,,,,,,,,07th Mar 21
218,23927,Shaun White Snowboarding: Road Trip    Read the review,Sports,Wii,Ubisoft,Ubisoft Montreal,8.5,7.8,,,1.66m,0.93m,0.56m,,0.16m,16th Nov 08,
219,34867,Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon    Read the review,Role-Playing,PS2,Atlus,Atlus Co.,8.5,8.0,,0.18m,,,,,,12th May 09,
220,21982,Sid Meier's Civilization Revolution    Read the review,Strategy,DS,2K Games,Firaxis,8.5,8.2,7.6,,0.45m,0.37m,0.03m,0.02m,0.03m,08th Jul 08,
221,228913,Tales of Arise    Read the review,Role-Playing,PS5,Bandai Namco,Bandai Namco Studios,8.5,,,,,,,,,10th Sep 21,10th Jun 21
222,37325,Tales of Monkey Island Chapter 4: The Trial and Execution of Guybrush Threepwood    Read the review,Adventure,PC,Telltale Games,Telltale Games,8.5,,,,,,,,,30th Oct 09,
223,16290,The Movies    Read the review,Simulation,PC,Lionhead Studios,Lionhead Studios,8.5,8.2,,,0.04m,0.01m,0.03m,,0.00m,08th Nov 05,
224,226730,The Pathless    Read the review,Adventure,PS5,Annapurna Interactive,Giant Squid Studios,8.5,,,,,,,,,01st Dec 20,15th Jun 20
225,73122,Transistor    Read the review,Role-Playing,PS4,Supergiant Games,Supergiant Games,8.5,,,,,,,,,20th May 14,20th Apr 18
226,35125,Trials HD    Read the review,Racing,XBL,Microsoft,"RedLynx, Ltd.",8.5,8.6,,2.00m,,,,,,12th Aug 09,
227,225652,Yakuza: Like a Dragon    Read the review,Action-Adventure,PS4,Sega,Sega,8.5,,,0.45m,,,,,,13th Nov 20,05th Nov 19
228,33988,Ace Attorney Investigations: Miles Edgeworth    Read the review,Adventure,DS,Capcom,Capcom,8.4,7.7,,,0.70m,0.23m,0.14m,0.30m,0.04m,16th Feb 10,
229,25465,Bayonetta    Read the review,Action,PS3,Sega,PlatinumGames,8.4,8.6,7.2,,1.21m,0.44m,0.40m,0.21m,0.16m,05th Jan 10,
230,23991,Call of Duty: World at War    Read the review,Shooter,Wii,Activision,EXAKT Entertainment,8.4,8.1,8.9,,1.94m,1.17m,0.58m,,0.18m,10th Nov 08,
231,23324,Dead Space    Read the review,Shooter,PC,Electronic Arts,EA Redwood Shores,8.4,8.8,,,0.59m,,0.54m,,0.06m,20th Oct 08,
232,13107,Dead Space    Read the review,Shooter,PS3,Electronic Arts,EA Redwood Shores,8.4,8.9,,,2.00m,1.05m,0.66m,,0.29m,13th Oct 08,
233,23325,Dead Space    Read the review,Shooter,X360,Electronic Arts,EA Redwood Shores,8.4,8.9,,,1.40m,0.89m,0.39m,,0.13m,13th Oct 08,
234,24178,Diablo III    Read the review,Role-Playing,PC,Blizzard Entertainment,Blizzard Entertainment,8.4,9.0,,12.00m,,,,,,15th May 12,03rd Jan 18
235,7693,Dragon Quest V: Hand of the Heavenly Bride    Read the review,Role-Playing,DS,Square Enix,ArtePiazza,8.4,8.6,,1.70m,,,,,,17th Feb 09,
236,24670,Fat Princess    Read the review,Action,PSN,Sony Computer Entertainment,Titan Studios,8.4,7.8,,,,,,,,30th Jul 09,
237,6972,Gran Turismo 5 Prologue    Read the review,Racing,PS3,Sony Computer Entertainment,Polyphony Digital,8.4,8.3,,5.35m,,,,,,15th Apr 08,
238,29077,Halo 3: ODST    Read the review,Shooter,X360,Microsoft Game Studios,Bungie,8.4,8.7,,3.00m,,,,,,22nd Sep 09,11th Oct 18
239,7715,Halo Wars    Read the review,Strategy,X360,Microsoft Game Studios,Ensemble Studios,8.4,8.1,8.5,1.00m,,,,,,03rd Mar 09,
240,44342,Hydro Thunder Hurricane    Read the review,Racing,XBL,Microsoft Game Studios,Vector Unit Studios,8.4,7.5,,,,,,,,28th Jul 10,
241,1188,LocoRoco    Read the review,Platform,PSP,Sony Computer Entertainment,SCE Japan Studio,8.0,8.1,,,0.39m,0.14m,0.05m,0.16m,0.03m,05th Sep 06,17th Sep 18
242,72061,Plants vs. Zombies    Read the review,Misc,PC,PopCap Games,Unknown,8.4,,,,,,,,,05th May 09,
243,34015,Plants vs. Zombies    Read the review,Strategy,PC,PopCap Games,PopCap Games,8.4,9.0,,1.65m,,,,,,05th May 09,
244,24825,Prince of Persia    Read the review,Adventure,PS3,Ubisoft,Ubisoft Montreal,8.4,8.3,8.2,,1.07m,0.47m,0.41m,0.03m,0.17m,02nd Dec 08,
245,24824,Prince of Persia    Read the review,Adventure,X360,Ubisoft,Ubisoft Montreal,8.4,8.2,6.0,,1.01m,0.54m,0.34m,0.02m,0.10m,02nd Dec 08,
246,29141,Prinny: Can I Really Be the Hero?    Read the review,Platform,PSP,NIS America,Nippon Ichi Software,8.4,7.2,,,0.11m,0.04m,0.01m,0.05m,0.01m,17th Feb 09,
247,7675,Resident Evil 5    Read the review,Action,PS3,Capcom,Capcom,8.4,8.6,8.8,,5.10m,1.96m,1.42m,1.08m,0.64m,13th Mar 09,
248,7676,Resident Evil 5    Read the review,Action,X360,Capcom,Capcom,8.4,8.6,,,3.53m,2.13m,0.93m,0.12m,0.34m,13th Mar 09,
249,34533,Shatter    Read the review,Puzzle,PSN,Sidhe Interactive,Sidhe Interactive,8.4,8.4,,,,,,,,23rd Jul 09,
250,25352,Zeno Clash    Read the review,Shooter,PC,Tripwire Interactive,ACE Team,8.4,,,0.32m,,,,,,09th Oct 09,
251,34952,Band Hero    Read the review,Misc,PS3,Activision,Neversoft Entertainment,8.3,7.6,,,0.76m,0.41m,0.23m,,0.12m,03rd Nov 09,
252,37171,Band Hero    Read the review,Misc,X360,Activision,Neversoft Entertainment,8.3,7.6,,,0.79m,0.51m,0.21m,,0.07m,03rd Nov 09,
253,24075,Castlevania: Order of Ecclesia    Read the review,Platform,DS,Konami,Konami,8.3,8.2,9.2,,0.37m,0.27m,0.03m,0.04m,0.03m,21st Oct 08,
254,33505,Dragon Age: Origins    Read the review,Role-Playing,X360,Electronic Arts,BioWare Edmonton,8.3,8.5,,,2.56m,1.76m,0.55m,0.03m,0.22m,03rd Nov 09,
255,6979,Endless Ocean    Read the review,Adventure,Wii,Nintendo,Arika,8.3,6.8,,,1.06m,0.43m,0.46m,0.09m,0.09m,21st Jan 08,
256,13869,Fallout 3    Read the review,Role-Playing,PC,Bethesda Softworks,Bethesda Game Studios,8.3,9.0,,,0.98m,0.02m,0.88m,,0.07m,28th Oct 08,
257,34651,Fallout 3: Point Lookout    Read the review,Role-Playing,PC,Bethesda Softworks,Bethesda Softworks,8.3,8.0,,,,,,,,23rd Jun 09,
258,34653,Fallout 3: Point Lookout    Read the review,Role-Playing,XBL,Bethesda Softworks,Bethesda Softworks,8.3,8.2,,,,,,,,23rd Jun 09,
259,35368,Ghostbusters: The Video Game    Read the review,Action,PS3,Atari,Terminal Reality,8.3,7.8,,,0.84m,0.34m,0.36m,,0.14m,16th Jun 09,
260,35367,Ghostbusters: The Video Game    Read the review,Action,X360,Atari,Terminal Reality,8.3,7.7,,,0.62m,0.43m,0.14m,,0.06m,16th Jun 09,
261,71502,GRID 2    Read the review,Misc,X360,Codemasters,Unknown,8.3,,,,0.27m,0.08m,0.17m,0.00m,0.02m,28th May 13,
262,39527,Kahoots    Read the review,Simulation,PSN,Honeyslug,Honeyslug,8.3,8.0,,,,,,,,23rd Nov 09,
263,84065,Life is Strange    Read the review,Adventure,XOne,Square Enix,DONTNOD Entertainment,8.3,,,,0.12m,0.08m,0.03m,,0.01m,19th Jan 16,07th Jan 18
264,21685,Mirror's Edge    Read the review,Platform,PS3,Electronic Arts,EA Digital Illusions CE,8.3,7.7,8.2,,1.13m,0.31m,0.59m,0.02m,0.21m,11th Nov 08,25th Mar 19
265,21686,Mirror's Edge    Read the review,Platform,X360,Electronic Arts,EA Digital Illusions CE,8.3,7.6,,,1.16m,0.51m,0.51m,0.01m,0.12m,11th Nov 08,25th Mar 19
266,17391,Ninja Gaiden: Dragon Sword    Read the review,Action,DS,Tecmo,Team Ninja,8.3,8.0,,0.34m,,,,,,25th Mar 08,
267,32975,Ratchet & Clank Future: A Crack in Time    Read the review,Platform,PS3,Sony Computer Entertainment,Insomniac Games,8.3,8.7,9.0,,1.89m,1.05m,0.55m,0.03m,0.26m,27th Oct 09,
268,12807,Retro Game Challenge    Read the review,Action,DS,Xseed Games,Bandai Namco Games,8.3,8.1,,,0.11m,,,0.11m,,10th Feb 09,
269,19541,The Conduit    Read the review,Shooter,Wii,Sega,High Voltage Software,8.3,6.6,8.2,0.27m,,,,,,23rd Jun 09,
270,29566,Trine    Read the review,Platform,PSN,Nobilis,Frozenbyte,8.3,8.3,,,,,,,,22nd Oct 09,
271,14180,Unreal Tournament III    Read the review,Shooter,X360,Midway Games,Epic Games,8.3,7.8,,,0.47m,0.25m,0.17m,0.01m,0.05m,07th Jul 08,
272,33277,Yu-Gi-Oh! 5D's Stardust Accelerator: World Championship 2009    Read the review,Action,DS,Konami,Konami,8.3,7.5,,,0.40m,0.27m,0.01m,0.09m,0.03m,19th May 09,
273,37830,3D Dot Game Heroes    Read the review,Role-Playing,PS3,Atlus,Silicon Studio,8.2,7.5,,0.16m,,,,,,11th May 10,
274,26260,Bomberman Blast    Read the review,Puzzle,WW,Hudson Entertainment,Hudson Soft,8.2,8.1,,,,,,,,29th Sep 08,
275,27306,Bomberman Ultra    Read the review,Puzzle,PSN,Hudson Soft,Hudson Soft,8.2,8.0,,,,,,,,11th Jun 09,
276,24884,Castle Crashers    Read the review,Action,XBL,The Behemoth,The Behemoth,8.2,7.0,,,,,,,,27th Aug 08,
277,25780,Darksiders    Read the review,Action,PS3,THQ,Vigil Games,8.2,7.8,8.5,,0.28m,0.02m,0.14m,0.02m,0.10m,05th Jan 10,
278,25779,Darksiders    Read the review,Action,X360,THQ,Vigil Games,8.2,7.8,,,1.06m,0.67m,0.28m,0.01m,0.10m,05th Jan 10,
279,7728,Disgaea 3: Absence of Justice    Read the review,Role-Playing,PS3,NIS America,Nippon Ichi Software,8.2,7.8,,,0.55m,0.36m,0.03m,0.11m,0.05m,26th Aug 08,
280,33783,F1 2010    Read the review,Racing,X360,Codemasters,Codemasters Birmingham,8.2,8.4,,,0.88m,0.18m,0.59m,0.01m,0.10m,21st Sep 10,
281,51209,F1 2011    Read the review,Racing,X360,Codemasters,Codemasters Birmingham,8.2,8.5,,,0.72m,0.11m,0.50m,0.01m,0.09m,20th Sep 11,
282,6993,Fallout 3    Read the review,Role-Playing,PS3,Bethesda Softworks,Bethesda Game Studios,8.2,8.8,,,4.00m,2.18m,1.15m,0.07m,0.61m,28th Oct 08,
283,6992,Fallout 3    Read the review,Role-Playing,X360,Bethesda Softworks,Bethesda Game Studios,8.2,9.0,8.6,,4.96m,3.41m,0.99m,0.09m,0.46m,28th Oct 08,
284,13108,inFAMOUS    Read the review,Action,PS3,Sony Computer Entertainment,Sucker Punch Productions,8.2,8.7,9.1,2.00m,,,,,,26th May 09,
285,41889,Mega Man 10    Read the review,Platform,PSN,Capcom,Inti Creates,8.2,7.9,,,,,,,,11th Mar 10,
286,41589,Mega Man 10    Read the review,Platform,WW,Capcom,Inti Creates,8.2,8.3,,,,,,,,01st Mar 10,
287,41888,Mega Man 10    Read the review,Platform,XBL,Capcom,Inti Creates,8.2,8.4,,,,,,,,31st Mar 10,
288,70139,MotorStorm RC    Read the review,Racing,PSV,Sony Computer Entertainment,Evolution Studios,8.2,,,,0.07m,,0.05m,,0.01m,06th Mar 12,17th Jul 19
289,46564,Need for Speed: Shift 2 Unleashed    Read the review,Racing,X360,Electronic Arts,Slightly Mad Studios,8.2,8.5,,,0.44m,0.18m,0.21m,,0.05m,29th Mar 11,
290,28940,Nostalgia    Read the review,Role-Playing,DS,Ignition Entertainment,Matrix Software / RED Entertainment,8.2,7.2,,,0.19m,0.16m,,0.02m,0.01m,27th Oct 09,
291,39111,Star Ocean: The Last Hope International    Read the review,Role-Playing,PS3,Square Enix,tri-Ace,8.2,8.1,9.5,,0.73m,0.28m,0.15m,0.22m,0.07m,09th Feb 10,
292,31705,Teenage Mutant Ninja Turtles: Smash-Up    Read the review,Fighting,Wii,Ubisoft,Game Arts,8.2,7.2,,,0.35m,0.33m,0.00m,,0.03m,22nd Sep 09,
293,25591,The Godfather II    Read the review,Adventure,PS3,Electronic Arts,EA Redwood Shores,8.2,6.4,,,0.74m,0.41m,0.21m,0.01m,0.10m,07th Apr 09,
294,25590,The Godfather II    Read the review,Adventure,X360,Electronic Arts,EA Redwood Shores,8.2,6.2,,,0.79m,0.47m,0.23m,0.01m,0.08m,07th Apr 09,
295,25935,The House of the Dead: Overkill    Read the review,Shooter,Wii,Sega,Headstrong Games,8.2,7.9,,,0.85m,0.44m,0.30m,0.02m,0.09m,10th Feb 09,
296,2619,Viva Pinata    Read the review,Simulation,X360,Microsoft Game Studios,Rare Ltd.,8.2,8.4,,1.00m,,,,,,09th Nov 06,
297,27957,"What Did I Do to Deserve This, My Lord!? 2      Read the review",Role-Playing,PSP,NIS America,Acquire,8.2,,,,0.26m,0.06m,0.00m,0.18m,0.01m,04th May 10,
298,39056,Castlevania: The Adventure ReBirth    Read the review,Platform,WW,Konami,M2,8.1,8.2,,,,,,,,28th Dec 09,
299,31988,Fallout 3: Broken Steel    Read the review,Role-Playing,PC,Bethesda Softworks,Bethesda Softworks,8.1,7.9,,,,,,,,05th May 09,
300,31833,Fallout 3: Broken Steel    Read the review,Role-Playing,XBL,Bethesda Softworks,Bethesda Softworks,8.1,7.8,,,,,,,,05th May 09,
301,32318,Final Fantasy IV: The After Years    Read the review,Role-Playing,WW,Square Enix,Matrix Software,8.1,6.8,,,,,,,,01st Jun 09,
302,12378,Final Fantasy Tactics A2: Grimoire of the Rift    Read the review,Role-Playing,DS,Square Enix,Square Enix,8.1,8.1,,0.67m,,,,,,24th Jun 08,
303,42744,Hot Shots Tennis: Get a Grip    Read the review,Sports,PSP,Sony Computer Entertainment,Clap Hanz,8.1,8.0,,,0.23m,0.08m,0.00m,0.13m,0.02m,29th Jun 10,
304,1113,Killzone: Liberation    Read the review,Shooter,PSP,Sony Computer Entertainment,Guerrilla Games,8.1,7.8,,,0.90m,0.44m,0.28m,,0.19m,31st Oct 06,
305,35119,MAG: Massive Action Game    Read the review,Shooter,PS3,Sony Computer Entertainment,Zipper Interactive,8.1,7.4,9.5,,1.32m,0.77m,0.30m,0.09m,0.16m,26th Jan 10,
306,26015,Savage Moon    Read the review,Strategy,PSN,Sony Computer Entertainment,FluffyLogic,8.1,,,,,,,,,29th Jan 09,
307,27535,Skate 2    Read the review,Sports,PS3,Electronic Arts,EA Black Box,8.1,8.2,,,0.84m,0.46m,0.25m,0.01m,0.12m,21st Jan 09,
308,27534,Skate 2    Read the review,Sports,X360,Electronic Arts,EA Black Box,8.1,8.2,,,1.09m,0.82m,0.17m,0.01m,0.09m,21st Jan 09,
309,39663,Strong Bad's Cool Game for Attractive People Episode 4: Dangeresque 3: The Criminal Projective    Read the review,Adventure,PC,Telltale Games,Telltale Games,8.1,8.7,,,,,,,,17th Nov 08,
310,28763,Strong Bad's Cool Game for Attractive People Episode 4: Dangeresque 3: The Criminal Projective    Read the review,Adventure,WW,Nintendo,Telltale Games,8.1,8.7,,,,,,,,17th Nov 08,
311,32984,Suikoden Tierkreis    Read the review,Role-Playing,DS,Konami,Konami,8.1,7.7,,,0.27m,0.09m,0.02m,0.15m,0.01m,17th Mar 09,
312,46169,Swords & Soldiers    Read the review,Strategy,PSN,Ronimo Games,Ronimo Games,8.1,8.2,,,,,,,,28th Sep 10,
313,6151,WarioWare: Smooth Moves    Read the review,Puzzle,Wii,Nintendo,Intelligent Systems,8.1,8.2,,2.35m,,,,,,15th Jan 07,
314,51793,Wipeout 2048    Read the review,Racing,PSV,Sony Computer Entertainment,Studio Liverpool,8.1,,,,0.38m,0.13m,0.19m,,0.06m,15th Feb 12,
315,16096,[Prototype]    Read the review,Action,PC,Activision,Radical Entertainment,8.1,7.9,,,,,,,,09th Jun 09,
316,223327,13 Sentinels: Aegis Rim    Read the review,Adventure,PS4,Atlus,Vanillaware,8.0,,,0.40m,,,,,,22nd Sep 20,22nd Mar 19
317,38043,And Yet It Moves    Read the review,Platform,WW,Broken Rules,Broken Rules,8.0,8.4,,,,,,,,23rd Aug 10,
318,222779,Animal Crossing: New Horizons    Read the review,Simulation,NS,Nintendo,Nintendo,8.0,,,33.89m,,,,,,20th Mar 20,11th Apr 20
319,226464,Assassin's Creed Valhalla    Read the review,Action-Adventure,XOne,Ubisoft,Ubisoft,8.0,,,,,,,,,10th Nov 20,30th Apr 20
320,223283,Blazing Chrome    Read the review,Shooter,NS,The Arcade Crew,JoyMasher,8.0,,,,,,,,,11th Jul 19,07th Jul 19
321,224938,Bleeding Edge    Read the review,Action,XOne,Xbox Game Studios,Ninja Theory,8.0,,,,,,,,,24th Mar 20,04th Aug 20
322,226872,Bloodstained: Curse of the Moon 2    Read the review,Action,NS,Inti Creates,Inti Creates,8.0,,,,,,,,,10th Jul 20,27th Jun 20
323,222768,Catherine: Full Body    Read the review,Puzzle,PSV,Atlus,Atlus,8.0,,,,,,,,,14th Feb 19,08th Apr 19
324,226815,Chivalry 2    Read the review,Action,XS,Tripwire Interactive,Torn Banner Studios,8.0,,,,,,,,,01st Dec 20,18th Jun 20
325,226406,Clubhouse Games: 51 Worldwide Classics    Read the review,Party,NS,Nintendo,Nintendo,8.0,,,3.14m,,,,,,05th Jun 20,07th Apr 20
326,213651,Code Vein    Read the review,Action,PS4,Bandai Namco Entertainment,Bandai Namco Studios,8.0,,,,,,,,,27th Sep 19,17th Jun 18
327,227393,Control: AWE    Read the review,Action-Adventure,XOne,505 Games,Remedy Entertainment,8.0,,,,,,,,,27th Aug 20,27th Sep 20
328,226847,Crash Bandicoot 4: It’s About Time    Read the review,Platform,XOne,Activision,Toys for Bob,8.0,,,,,,,,,02nd Oct 20,20th Jun 20
329,223972,CrossCode    Read the review,Role-Playing,NS,Deck 13,Radical Fish Games,8.0,,,,,,,,,09th Jul 20,08th Apr 19
330,227374,Cyber Hook    Read the review,Platform,PC,Unknown,Blazing Stick,8.0,,,,,,,,,,23rd Sep 20
331,226937,Cyber Shadow    Read the review,Platform,NS,Yacht Club Games,Mechanical Head Studios,8.0,,,,,,,,,01st Dec 20,16th Jul 20
332,226761,Darius Cozmic Collection Arcade    Read the review,Shooter,NS,Unknown,M2,8.0,,,,,,,,,,16th Jun 20
333,222178,Dead or Alive 6    Read the review,Fighting,PS4,Koei Tecmo,Team Ninja,8.0,,,,,,,,,15th Feb 19,21st Mar 19
334,187031,Death Mark    Read the review,Adventure,PSV,Experience Inc.,Experience Inc.,8.0,,,,0.03m,,,0.03m,,01st Jun 17,17th Mar 19
335,228921,Death Stranding Director's Cut    Read the review,Action-Adventure,PS5,Unknown,Kojima Productions,8.0,,,,,,,,,,10th Jun 21
336,229385,Death's Door    Read the review,Role-Playing,XS,Unknown,Acid Nerve,8.0,,,,,,,,,,21st Jul 21
