,Title,Year,Genre,Rating,Director,Votes
8422,Panic Restaurant,1992.0,,6.7,Yutaka Nakada,7
8423,Pokemon fushigi no danjon: Kyuujotai DX,2020.0,"['Action', 'Adventure', 'Fantasy']",6.8,Hironori Ishigami,42
8424,Doom VFR,2017.0,['Action'],6.7,,16
8425,Sega Rally Revo,2007.0,['Action'],6.7,,12
8426,Pure,2008.0,,6.7,,14
8427,007: Quantum of Solace,2008.0,"['Action', 'Adventure', 'Drama']",6.7,Adam Gascoine,8779
8428,Grindstone,2019.0,"['Animation', 'Action', 'Adventure']",6.7,,6
8429,Uno,2006.0,['Action'],6.7,,58
8430,Viscera Cleanup Detail,2015.0,"['Comedy', 'Sci-Fi']",6.7,,12
8431,Rage 2: Rise of the Ghosts,2019.0,['Action'],6.7,Tomas Almgren,6
8432,Wolcen: Lords of Mayhem,2020.0,"['Action', 'Adventure', 'Fantasy']",6.7,Luke de Ayora,30
8433,Mortal Kombat vs. DC Universe,2008.0,"['Action', 'Adventure', 'Fantasy']",6.7,Dominic Cianciolo,1475
8434,Gravel,2018.0,,6.5,,12
8435,Super Neptunia RPG,2018.0,"['Animation', 'Action', 'Adventure']",6.7,Julien Bourgeois,6
8436,Crash of the Titans,2007.0,"['Action', 'Adventure', 'Family']",6.7,Jess Harnell,475
8437,Destroy All Humans: Big Willy Unleashed,2008.0,"['Action', 'Adventure', 'Comedy']",6.7,Ken Allen,76
8438,Turgor,2008.0,['Fantasy'],6.7,Nikolay Dybowski,15
8439,Star Trek: New Horizons,2016.0,['Sci-Fi'],6.7,Musa von Homeyer,7
8440,Demetrios - The BIG Cynical Adventure,2016.0,['Comedy'],6.7,Fabrice Breton,6
8441,Juiced 2: Hot Import Nights,2007.0,,6.7,Rob King,138
8442,Watch Dogs: Legion,2020.0,"['Action', 'Crime', 'Drama']",6.7,Clint Hocking,872
8443,The Elder Scrolls V: Skyrim - Project AHO,2018.0,"['Adventure', 'Fantasy', 'Mystery']",6.7,Dmitry Bogdanov,11
8444,NBA '08 Featuring the Life: Vol 3,2007.0,['Sport'],6.7,Brandon Akiaten,16
8445,Mother Russia Bleeds,2016.0,"['Action', 'Adventure', 'Horror']",6.7,,21
8446,Home Sweet Home 2,2019.0,['Horror'],6.7,Saroot Tubloy,10
8447,Bubble Shooter,2001.0,['Action'],6.7,,10
8448,Operation C,1991.0,['Action'],6.7,,8
8449,Close to the Sun,2019.0,"['Adventure', 'Horror']",6.7,Emily Moment,85
8450,The Con,2005.0,"['Action', 'Crime']",6.7,Mike Giam,6
8451,Mario & Sonikku at Tôkyô 2020 orinpikku,2019.0,"['Family', 'Sport']",6.7,Naohiro Hirao,77
8452,Simon the Sorcerer - Chaos ist das halbe Leben,2007.0,"['Adventure', 'Fantasy']",6.7,Carsten Strehse,28
8453,The Occupation,2019.0,['Thriller'],6.7,Nathaniel-Jorden Apostol,7
8454,BoneTown,2008.0,"['Action', 'Adventure', 'Crime']",6.7,Ron Jeremy,16
8455,Men of War: Red Tide,2009.0,"['Action', 'War']",6.7,,16
8456,EyeToy: Kinetic,2005.0,['Action'],6.7,Perelandra Beedles,16
8457,Hot Wheels: Stunt Track Challenge,2004.0,['Action'],6.7,Alan Marriott,22
8458,The Living Daylights,1987.0,"['Action', 'Adventure']",6.7,,48
8459,The Underground Bounty Hunter,2007.0,['Action'],6.7,Darryl Quarles,13
8460,Tony Hawk's Project 8,2006.0,['Sport'],6.7,Brian Bright,343
8461,Disney's 101 Dalmatians II: Patch's London Adventure,2003.0,"['Action', 'Family']",6.7,,14
8462,Deddo oa araibu ekusutorîmu 2,2006.0,"['Action', 'Sport']",6.7,Katsunori Ehara,132
8463,UEFA Euro 2004 Portugal,2004.0,['Sport'],6.7,,43
8464,Monster House,2006.0,"['Animation', 'Action', 'Adventure']",6.6,Mitchel Musso,169
8465,Lost in Time,1993.0,"['Adventure', 'Mystery', 'Sci-Fi']",6.7,Muriel Tramis,18
8466,Peter and the Wolf,1995.0,"['Adventure', 'Music']",6.7,Valerie Grant,8
8467,Ice Age 2: The Meltdown,2006.0,"['Animation', 'Action', 'Adventure']",6.7,Carlos Saldanha,2357
8468,Gretzky NHL 06,2005.0,['Sport'],6.7,Mike Carlucci,22
8469,The Incredibles: Rise of the Underminer,2005.0,"['Animation', 'Action', 'Adventure']",6.7,Greg Ellis,183
8470,Thunder Force II,1990.0,"['Action', 'Sci-Fi']",6.7,,40
8471,Arkanoid: Doh It Again,1997.0,"['Action', 'Family', 'Sci-Fi']",6.7,Shouji Takahashi,23
8472,Delta Force 2,1999.0,"['Action', 'Adventure', 'War']",6.7,Brent Houston,86
8473,Robin Hood: Defender of the Crown,2003.0,"['Action', 'Adventure', 'Crime']",6.7,Greg Ellis,31
8474,Road Blaster,1985.0,"['Action', 'Adventure', 'Crime']",6.7,Yoshihisa Kishimoto,41
8475,Cabela's Big Game Hunter,2002.0,,6.7,Randall Ryan,23
8476,The Trap Door,1986.0,"['Adventure', 'Fantasy', 'Horror']",6.7,,13
8477,Gundam: The Battle Master 2,1998.0,['Action'],6.7,,10
8478,Close Combat: First to Fight,2005.0,['Action'],6.7,Peter Anthony Chiodo,41
8479,Greendog,1992.0,"['Action', 'Adventure', 'Fantasy']",6.7,,18
8480,Yu-Gi-Oh! Worldwide Edition: Stairway to the Destined Duel,2003.0,['Adventure'],6.7,,43
8481,Beverly Hills Cop,1990.0,"['Action', 'Adventure']",6.7,,44
8482,King Arthur,2004.0,"['Action', 'Adventure', 'Drama']",6.7,John Passfield,51
8483,Bomberman Jetters,2002.0,"['Adventure', 'Family']",6.7,Tomoko Kaneda,17
8484,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,2005.0,"['Action', 'Adventure']",6.7,Michael Sinterniklaas,74
8485,Virtual Bart,1994.0,"['Action', 'Adventure', 'Comedy']",6.7,Hal Rushton,62
8486,The Simpsons: Bartman Meets Radioactive Man,1992.0,"['Action', 'Adventure', 'Fantasy']",6.7,,52
8487,Project Altered Beast,2005.0,"['Action', 'Adventure', 'Sci-Fi']",6.7,Abie Hadjitarkhani,25
8488,Darius II,1989.0,"['Action', 'Sci-Fi']",6.7,Hidehiro Fujiwara,25
8489,Softporn Adventure,1981.0,"['Adventure', 'Comedy']",6.7,,27
8490,Final Fantasy Mystic Quest,1992.0,"['Adventure', 'Fantasy']",6.7,Kouze Ide,175
8491,Operation Thunderbolt,1988.0,"['Action', 'Adventure']",6.7,Hiroyuki Sakou,35
8492,Metroid Prime: Hunters,2006.0,"['Action', 'Adventure', 'Family']",6.7,Masamichi Abe,237
8493,Darius Twin,1991.0,"['Action', 'Adventure', 'Sci-Fi']",6.7,,30
8494,Rupan sansei: Majutsu-ou no isan,2002.0,"['Action', 'Comedy', 'Crime']",6.7,Tony Oliver,18
8495,Jûôki,1988.0,"['Action', 'Adventure', 'Fantasy']",6.7,,547
8496,Conquest: Frontier Wars,2001.0,['Adventure'],6.7,Eric K. Peterson,19
8497,Hot Wheels: Velocity X,2002.0,['Adventure'],6.7,David Kaufman,21
8498,Rugrats Go Wild!,2003.0,"['Adventure', 'Family']",6.7,Elizabeth Daily,49
8499,Werewolf: The Last Warrior,1990.0,,6.7,,17
8500,NFL 2k1,2000.0,['Sport'],6.7,,29
8501,Van Helsing,2004.0,"['Action', 'Adventure', 'Fantasy']",6.7,John Slowsky,530
8502,Dungeon Adventure,1984.0,"['Adventure', 'Fantasy']",6.7,,10
8503,Questprobe: The Hulk,1984.0,['Adventure'],6.7,,30
8504,Professor Pac-Man,1983.0,['Family'],6.7,,13
8505,Tiger Woods PGA Tour Golf 2002,2002.0,,6.7,David DeMartini,19
8506,Postal,1997.0,"['Action', 'Adventure', 'Crime']",6.7,Mike Riedel,353
8507,After Burner II,1987.0,['Action'],6.7,,75
8508,The Matrix Online,2005.0,"['Action', 'Adventure', 'Family']",6.7,Nathan Hendrickson,469
8509,Vampire Night,2001.0,"['Action', 'Fantasy', 'Horror']",6.7,,41
8510,Love Hina Advance,2001.0,"['Comedy', 'Drama', 'Romance']",6.7,Yûji Ueda,18
8511,Commander Keen 3: Keen Must Die!,1990.0,"['Action', 'Adventure', 'Sci-Fi']",6.7,Tom Hall,77
8512,Elemental Gearbolt,1997.0,"['Action', 'Fantasy', 'Mystery']",6.7,Takashi Fujishima,15
8513,Armored Core 3,2002.0,"['Action', 'Adventure', 'Sci-Fi']",6.7,Ann Marie Martin,23
8514,Star Raiders,1979.0,['Sci-Fi'],6.7,Doug Neubauer,34
8515,"Warhammer 40,000: Fire Warrior",2003.0,"['Action', 'Sci-Fi']",6.7,Tom Baker,100
8516,Twisted Metal III,1998.0,"['Action', 'Crime']",6.7,Howard Liebeskind,262
8517,Messiah,2000.0,"['Action', 'Adventure', 'Fantasy']",6.7,David Perry,32
8518,Sangokushi senki,2002.0,"['Adventure', 'Fantasy']",6.7,Peter Barto,9
8519,Secret Agent,1989.0,"['Action', 'Adventure']",6.7,,27
8520,Ryûko no Ken,1992.0,['Action'],6.7,Mastang 2,121
8521,Taz,1983.0,"['Action', 'Family']",6.7,,14
8522,Die Hard: Vendetta,2002.0,"['Action', 'Adventure', 'Crime']",6.7,Michael Blanchard,99
8523,Hang-On,1985.0,['Sport'],6.7,,45
8524,After Burner,1987.0,['Action'],6.7,,122
8525,Pool of Radiance: The Ruins of Myth Drannor,2001.0,,6.7,Brandi Catanese,15
8526,Joust,1982.0,"['Action', 'Fantasy']",6.7,,145
8527,Command & Conquer: Renegade,2002.0,"['Action', 'Adventure', 'Sci-Fi']",6.7,Joseph D. Kucan,475
8528,Pilotwings,1992.0,"['Action', 'Family', 'Fantasy']",6.7,Tadashi Sugiyama,113
8529,Banjo-Kazooie: Grunty's Revenge,2003.0,"['Comedy', 'Family', 'Fantasy']",6.7,,76
8530,Bases Loaded,1987.0,"['Family', 'Sport']",6.7,,38
8531,Stargunner,1996.0,"['Action', 'Sci-Fi']",6.7,Jane Beale,7
8532,RoboCop 2,1991.0,"['Action', 'Crime', 'Sci-Fi']",6.7,Barry Martin,76
8533,Alone in the Dark 2,1993.0,"['Adventure', 'Fantasy', 'Horror']",6.7,Franck de Girolami,114
8534,Lethal Weapon,1992.0,"['Action', 'Crime']",6.7,,183
8535,Star Trek: Deep Space Nine Companion,1999.0,"['Action', 'Adventure', 'Sci-Fi']",6.7,Peter Antoniou,54
8536,NBA Live 2001,2000.0,['Sport'],6.7,Kevin Garnett,74
8537,NBA Live 2000,1999.0,['Sport'],6.7,Al Murdock,107
8538,Pole Position,1982.0,['Sport'],6.7,Dennis Falt,105
8539,Garfield,1983.0,"['Action', 'Family']",6.7,,43
8540,Berzerk,1980.0,"['Action', 'Sci-Fi']",6.7,,82
8541,Frostbite,1983.0,['Family'],6.7,,16
8542,WWF WrestleMania,1995.0,"['Action', 'Sport']",6.7,,29
8543,Q*bert,1982.0,['Family'],6.7,,164
8544,NFL Blitz 2000,1999.0,"['Family', 'Sport']",6.7,Brian Silva,43
8545,A Bug's Life,1998.0,"['Adventure', 'Comedy', 'Family']",6.7,Jon Burton,681
8546,Nicktoons Racing,2000.0,"['Action', 'Family', 'Fantasy']",6.7,Charlie Adler,75
8547,Dr. Mario 64,2001.0,"['Family', 'Fantasy']",6.7,Yoshiyuki Kato,61
8548,Fate of the Dragon,2001.0,['Action'],6.7,Paul Courtenay Hyu,9
8549,102 Dalmatians: Puppies to the Rescue,2000.0,"['Family', 'Comedy', 'Action']",6.7,Glüme Harlow,178
8550,Star Trek: Starfleet Command: Volume II: Empires at War,2000.0,['Sci-Fi'],6.7,Chris Borders,47
8551,Animorphs: Shattered Reality,2000.0,['Sci-Fi'],6.7,Marilyn Alldredge,20
8552,The World Is Not Enough,2000.0,"['Action', 'Thriller', 'Adventure']",6.7,John Cleese,1359
8553,Rock 'Em Sock 'Em Robots,2000.0,"['Action', 'Sci-Fi', 'Sport']",6.7,Keith Arem,8
8554,WWF War Zone,1998.0,['Action'],6.7,Steve Austin,219
8555,Tomorrow Never Dies,1999.0,"['Action', 'Adventure']",6.7,William Botti,1482
8556,Flash Traffic: City of Angels,1994.0,"['Adventure', 'Crime', 'Mystery']",6.7,Tony Markes,9
8557,Aladdin's Math Quest,1998.0,"['Adventure', 'Family', 'Fantasy']",6.7,Robin Williams,79
8558,SaGa Frontier,1997.0,"['Adventure', 'Crime', 'Fantasy']",6.7,Akitoshi Kawazu,58
8559,Donkey Kong Jr.,1982.0,"['Action', 'Family']",6.7,Shigeru Miyamoto,252
8560,Johnny Mnemonic: The Interactive Action Movie,1995.0,"['Action', 'Adventure', 'Sci-Fi']",6.7,Douglas Gayeton,36
8561,Suparutan X,1984.0,"['Action', 'Fantasy']",6.7,,79
8562,Ice Climber,1985.0,"['Action', 'Family']",6.7,Kenji Miki,281
8563,1942,1984.0,"['Action', 'War']",6.7,,126
8564,Gojira,1988.0,"['Adventure', 'Sci-Fi']",6.7,,97
8565,Ironsword: Wizards & Warriors II,1988.0,"['Action', 'Adventure', 'Fantasy']",6.7,,48
8566,PUSSNBOOTS: Pero's Great Adventure,1990.0,"['Action', 'Adventure', 'Western']",6.7,,12
8567,Shade: Wrath of Angels,2004.0,['Action'],6.6,,9
8568,Hotel Transylvania 3: Monsters Overboard,2018.0,"['Animation', 'Adventure']",6.6,Brock Powell,80
8569,Monster Rancher Battle Card: Episode 2,2000.0,['Fantasy'],6.6,,6
8570,Democracy 3,2013.0,['History'],6.6,,19
8571,Jurassic Park III: Danger Zone!,2001.0,['Adventure'],6.6,,7
8572,The Lord of the Rings: The Two Towers,2002.0,"['Action', 'Fantasy']",6.6,,17
8573,World War Z,2019.0,"['Action', 'Horror']",6.6,Yoshi Ando,394
8574,Sniper: Ghost Warrior 2,2013.0,"['Action', 'War']",6.6,,124
8575,Far Cry 5: Lost on Mars,2018.0,['Sci-Fi'],6.6,Steve Byers,67
8576,The Lego Ninjago Movie Videogame,2017.0,"['Animation', 'Action', 'Comedy']",6.6,Jamie Eden,143
8577,Probotector,1990.0,"['Action', 'Adventure', 'Sci-Fi']",6.6,Shinji Kitamoto,15
8578,Thief of Thieves,2018.0,['Adventure'],6.6,Iina Hänninen,8
8579,Battlefield 1: Apocalypse,2018.0,,6.6,,8
8580,Mega Man Legacy Collection 2,2017.0,['Action'],6.6,Takeshi Aono,14
8581,The Crew 2,2018.0,"['Action', 'Sport']",6.6,Stéphane Beley,297
8582,Beat Cop,2017.0,,6.6,,21
8583,The Little Acre,2016.0,['Adventure'],6.6,Kate Clavin,34
8584,Final Fantasy IV: Interlude,2011.0,['Fantasy'],6.6,Yoichi Yoshimoto,12
8585,Invader ZIM: Dib's Nanochase,2001.0,"['Action', 'Adventure', 'Sci-Fi']",6.6,Andy Berman,11
8586,Sword Art Online: Fatal Bullet,2018.0,"['Action', 'Adventure', 'Sci-Fi']",6.6,Shuichi Goto,52
8587,Gigantic,2017.0,['Action'],6.6,David Attar,6
8588,Overload,2018.0,['Action'],6.6,Angelina Amber,15
8589,Hand of Fate 2,2017.0,"['Action', 'Adventure', 'Fantasy']",6.6,Morgan Jaffit,16
8590,Worms Revolution,2012.0,['Action'],6.6,,23
8591,DLC Quest,2013.0,"['Action', 'Adventure', 'Comedy']",6.6,,17
8592,Secret of Mana,2018.0,"['Adventure', 'Family', 'Fantasy']",6.6,Takahiro Noda,50
8593,The Town of Light,2016.0,['Adventure'],6.6,Luca Dalcò,73
8594,Stunt Track Racer,1989.0,['Action'],6.6,,15
8595,Morningstar: Descent to Deadrock,2015.0,,6.6,,5
8596,Dauntless,2017.0,['Fantasy'],6.6,Kody Sabourin,76
8597,Fire Emblem: Shadow Dragon,2008.0,['War'],6.7,Masayuki Horikawa,34
8598,Trauma Center: Under the Knife,2005.0,['Drama'],6.6,Kazuya Niinô,12
8599,Call of Duty: Heroes,2014.0,['Action'],6.6,Vincent Nguyen,24
8600,Dexter's Laboratory: Mandark's Lab?,2002.0,"['Animation', 'Action', 'Adventure']",6.6,Eddie Deezen,12
8601,The Journey Down: Into the Mist,2014.0,,6.6,Sandra Beckles,10
8602,"Adam's Venture: Episode 1, The Search for the Lost Garden",2009.0,,6.6,Danny Butler,10
8603,Robin Hood: Prince of Thieves,1991.0,,6.6,John Stableforth,9
8604,Gods,1991.0,,6.6,,14
8605,Cyberdimension Neptunia: 4 Goddesses Online,2017.0,"['Action', 'Fantasy', 'Sci-Fi']",6.6,Tomoki Igarashi,12
8606,Strike Suit Zero,2013.0,['Sci-Fi'],6.6,George Anton,8
8607,Clash at Demonhead,1989.0,['Action'],6.6,,9
8608,Tom and Jerry: Frantic Antics!,1993.0,,6.6,,5
8609,Prehistorik Man,1995.0,,6.6,,16
8610,Hired Guns,1993.0,"['Action', 'Sci-Fi']",6.6,,5
8611,Tolstoy dolzhen umeret',2014.0,"['Adventure', 'Comedy', 'Horror']",6.6,Sergey A.,34
8612,Power Rangers: Legacy Wars,2017.0,['Action'],6.6,,17
8613,Nickelodeon GUTS,1994.0,['Sport'],6.6,Stephen Gass,9
8614,Clash of Clans,2012.0,"['Action', 'Fantasy']",6.6,Bonnie Bogovich,681
8615,Galaxy on Fire 3: Manticore,2016.0,"['Action', 'Adventure', 'Sci-Fi']",6.6,Nicholas Boulton,5
8616,Here They Lie,2016.0,['Horror'],6.6,Cory Davis,65
8617,Escape from Bug Island,2006.0,"['Action', 'Adventure', 'Horror']",6.6,Nobuyasu Motoki,8
8618,Adventure Island 4,1994.0,,6.6,,8
8619,Eagle Flight,2016.0,['Adventure'],6.6,,14
8620,Walker,1993.0,"['Action', 'Sci-Fi']",6.6,,7
8621,Pac-Man World Rally,2006.0,"['Action', 'Sport']",6.6,,19
8622,Hitman: Sniper,2014.0,['Action'],6.6,David Bateson,85
8623,World Heroes 2 Jet,1994.0,"['Action', 'Fantasy', 'Sci-Fi']",6.6,Akira Ushizawa,8
8624,Space Jam,1996.0,"['Action', 'Comedy', 'Family']",6.6,Amy Smith-Boylan,255
8625,Jetpack Joyride,2011.0,"['Action', 'Adventure', 'Comedy']",6.6,,230
8626,Dynasty Warriors 7: Empires,2012.0,,6.6,Atsushi Miyauchi,9
8627,Bomberman Generation,2002.0,"['Action', 'Adventure']",6.6,Tomoko Kawakami,14
8628,Midway Arcade Treasures 2,2004.0,['Action'],6.6,,6
8629,Meitantei Pikachuu: Shinkonbi tanjou,2016.0,"['Adventure', 'Crime', 'Family']",6.6,Naoki Miyashita,57
8630,Contra Rebirth,2009.0,"['Action', 'Adventure', 'Family']",6.6,Toshiyasu Kamiko,8
8631,Rings of Power,1991.0,['Fantasy'],6.6,,5
8632,Planetary Annihilation,2014.0,,6.6,Jon Mavor,18
8633,Allegiant: VR Experience,2016.0,['Adventure'],6.6,Shailene Woodley,129
8634,The Evil Within: The Assignment,2015.0,['Action'],6.6,,38
8635,Who Is Oscar Lake?,1996.0,"['Adventure', 'Crime', 'Mystery']",6.6,Henry R. Wickenden,8
8636,Mad Games Tycoon,2015.0,"['Animation', 'Adventure']",6.6,,18
8637,Tom & Jerry in Fists of Furry,2000.0,,6.6,,25
8638,StarCraft 64,2000.0,"['Action', 'Adventure', 'Sci-Fi']",6.6,,17
8639,Alex Kidd in Shinobi World,1990.0,"['Action', 'Adventure', 'Fantasy']",6.6,Yoshio Yoshida,21
8640,Not a Hero,2015.0,['Action'],6.6,Simon Bennet,37
8641,Jet Moto 3,1999.0,['Sport'],6.6,,6
8642,Tom & Jerry,1993.0,,6.6,,13
8643,Saint Seiya: Sanctuary Juu Ni Kyuu Hen,2005.0,"['Action', 'Fantasy']",6.6,,17
8644,Don't Shit Your Pants,2009.0,['Comedy'],6.6,Kenny Lee,10
8645,Todd McFarlane's Spawn: The Video Game,1995.0,"['Action', 'Adventure', 'Fantasy']",6.6,,19
8646,Slender: The Arrival,2013.0,"['Adventure', 'Horror', 'Mystery']",6.6,Mark J. Hadley,400
8647,Five Nights at Freddy's 4: The Final Chapter,2015.0,"['Horror', 'Sci-Fi', 'Thriller']",6.6,Scott Cawthon,694
8648,Hand of Fate,2015.0,"['Action', 'Adventure', 'Fantasy']",6.6,Morgan Jaffit,41
8649,Elsword Online,2014.0,['Action'],6.6,Wolfgang Zarges,24
8650,Super Time Force,2014.0,"['Action', 'Adventure', 'Comedy']",6.6,Kris Piotrowski,26
8651,Zettai zetsubou shoujo Danganronpa: Another Episode,2014.0,"['Adventure', 'Comedy', 'Drama']",6.6,Shun Sasaki,230
8652,NightCry,2016.0,['Horror'],6.6,Takashi Shimizu,38
8653,Project Spark,2014.0,"['Action', 'Adventure']",6.6,Henry Sterchi,26
8654,Tiny Toon Adventures: Babs' Big Break,1992.0,['Action'],6.6,,13
8655,Where the Wild Things Are,2009.0,['Action'],6.6,Rob Buchanan,19
8656,Divinity: Dragon Commander,2013.0,['Fantasy'],6.6,Swen Vincke,29
8657,Madden NFL 15,2014.0,"['Action', 'Sport']",6.6,Kody Sabourin,233
8658,Civilization: Beyond Earth,2014.0,['Sci-Fi'],6.6,Will Miller,113
8659,The Raven: Vermächtnis eines Meisterdiebs,2013.0,"['Adventure', 'Crime']",6.6,Peter Groeger,54
8660,Sine Mora,2012.0,"['Action', 'Drama', 'Sci-Fi']",6.6,Theodore Reiker,40
8661,Faia Emuburemu: Ankoku Ryu to Hikari no Tsurugi,1990.0,"['Action', 'Adventure', 'Family']",6.6,Keisuke Terasaki,34
8662,Disney Infinity: Marvel Super Heroes,2014.0,['Action'],6.6,Charlie Adler,356
8663,Star Wars: Battlefront,2015.0,"['Action', 'Fantasy', 'Sci-Fi']",6.6,Hez Chorba,4537
8664,GRID Autosport,2014.0,['Sport'],6.6,Julia May Brown,99
8665,2014 FIFA World Cup: Brazil,2014.0,['Sport'],6.6,Edinson Cavani,149
8666,Angry Birds GO!,2013.0,"['Animation', 'Action', 'Adventure']",6.6,Jon Gibson,86
8667,OlliOlli,2014.0,"['Action', 'Adventure', 'Sport']",6.6,,19
8668,Star Wars,1991.0,['Action'],6.6,,55
8669,Mario Artist: Talent Studio,2000.0,['Family'],6.6,Hiroyuki Kimura,6
8670,Freddi Fish 5: The Case of the Creature of Coral Cove,2001.0,"['Adventure', 'Family']",6.6,Annette Toutonghi,18
8671,Mario vs. Donkey Kong 2: March of the Minis,2006.0,"['Action', 'Comedy', 'Family']",6.6,Yukimi Shimura,39
8672,Iron Soldier,1994.0,['Sci-Fi'],6.6,,5
8673,Enemy Front,2014.0,"['Action', 'Adventure', 'Crime']",6.6,Mark Lambert Bristol,101
8674,Doragon Boru Z: Haipa dimenshon,1996.0,['Action'],6.6,Toshio Furukawa,16
8675,Angry Birds Seasons,2010.0,"['Animation', 'Action', 'Adventure']",6.6,,185
8676,Yoshi's New Island,2014.0,"['Adventure', 'Fantasy']",6.6,Masahide Kobayashi,509
8677,Catan,2007.0,,6.6,,5
8678,Super Formation Soccer,1991.0,['Sport'],6.6,,22
8679,Dejimon sutôrî,2006.0,"['Action', 'Fantasy', 'Sci-Fi']",6.6,,15
8680,NCAA Basketball,1992.0,['Sport'],6.6,Adam Flick,13
8681,Sonic: Lost World,2013.0,"['Action', 'Adventure', 'Family']",6.6,Morio Kishimoto,659
8682,Call of Duty: Ghosts,2013.0,"['Action', 'Adventure', 'War']",6.6,Jake Rowell,8018
8683,Teenage Mutant Ninja Turtles: Out of the Shadows,2013.0,"['Action', 'Adventure', 'Sci-Fi']",6.6,Douglas Carrigan,71
8684,FixEight: Jigoku no Hideo Densetsu,1992.0,"['Action', 'Sci-Fi']",6.6,,8
8685,Iron Sky: Invasion,2012.0,['Sci-Fi'],6.6,Patricia Bellantuono,76
8686,The Pinball Arcade,2012.0,['Family'],6.6,Raul Julia,30
8687,Mass Effect: Infiltrator,2012.0,"['Action', 'Sci-Fi']",6.6,Jay Anthony Franke,41
8688,Family Guy: Back to the Multiverse,2012.0,"['Animation', 'Action', 'Adventure']",6.6,Marc Vulcano,507
8689,Cross Blades!,1991.0,"['Action', 'Adventure', 'Fantasy']",6.6,,14
8690,Retro City Rampage,2012.0,"['Action', 'Comedy']",6.6,,45
8691,Shrek,2001.0,"['Animation', 'Action', 'Adventure']",6.6,Gary Corriveau,69
8692,Raiden,1990.0,"['Action', 'Sci-Fi']",6.6,,35
8693,Antz,1999.0,"['Animation', 'Adventure', 'Family']",6.6,Jane Curtin,10
8694,Slender: The Eight Pages,2012.0,['Horror'],6.6,Mark J. Hadley,560
8695,Tiny Toon Adventures: Buster Busts Loose!,1992.0,"['Action', 'Adventure']",6.6,,42
8696,Angry Birds Space,2012.0,"['Animation', 'Action', 'Family']",6.6,,513
8697,Rambo,2008.0,['Action'],6.6,Takashi Oda,29
8698,Ten Sei Ryû,1989.0,"['Action', 'Sci-Fi']",6.6,,6
8699,Epic Mickey 2: The Power of Two,2012.0,"['Animation', 'Action', 'Adventure']",6.6,Warren Spector,216
8700,BattleForge,2009.0,['Fantasy'],6.6,Volker Wertich,7
8701,Magician Lord,1990.0,"['Action', 'Adventure', 'Fantasy']",6.6,,15
8702,Dragon Breed,1989.0,"['Action', 'Fantasy']",6.6,,7
8703,Beast Busters,1989.0,"['Action', 'Horror']",6.6,Hamachi Papa,19
8704,"Monsters, Inc. Scream Arena",2002.0,"['Animation', 'Action', 'Comedy']",6.6,Carlos Alazraqui,50
8705,Ice Age: Continental Drift - Arctic Games,2012.0,"['Animation', 'Family']",6.6,Amanda Wyatt,162
8706,Gêmu bôi gyararî 2,1997.0,['Adventure'],6.6,Hitoshi Yamagami,13
8707,Gotham City Impostors,2012.0,['Action'],6.6,Nathan Hendrickson,119
8708,Lost Planet 3,2013.0,"['Action', 'Adventure', 'Family']",6.6,Matthew Sophos,154
8709,Monster Bash,1982.0,"['Action', 'Horror']",6.6,,15
8710,Space Ranger,1987.0,"['Action', 'Sci-Fi']",6.6,,5
8711,S.C.I.: Special Criminal Investigation,1989.0,"['Action', 'Crime']",6.6,,9
8712,Continental Circus,1988.0,['Sport'],6.6,,10
8713,Black Dragon,1987.0,"['Action', 'Fantasy']",6.6,,25
8714,Alien Syndrome,1987.0,"['Action', 'Sci-Fi']",6.6,,34
8715,WEC Le Mans 24,1986.0,['Sport'],6.6,,9
8716,Kinect Sports: Season Two,2011.0,"['Action', 'Family', 'Sport']",6.6,Greg B. Jones,75
8717,Wheel of Fortune,2010.0,['Game-Show'],6.6,Pat Sajak,17
8718,Law & Order: Legacies,2011.0,"['Crime', 'Mystery']",6.6,Patty Allen-Stott,24
8719,Kick and Run,1986.0,['Sport'],6.6,,7
8720,TV-Ping-Pong,1976.0,['Sport'],6.6,Ivan Ladislav Galeta,13
8721,Scramble,1981.0,"['Action', 'Sci-Fi']",6.6,,31
8722,Dungeon Siege: Throne of Agony,2006.0,,6.6,,5
8723,Monsutâ hantâ,2004.0,"['Action', 'Adventure', 'Fantasy']",6.6,Kaname Fujioka,29
8724,Ben 10 Galactic Racing,2011.0,,6.6,Yuri Lowenthal,34
8725,Nicktoons MLB,2011.0,['Sport'],6.6,Douglas Carrigan,36
8726,Death Rally,2011.0,"['Short', 'Action', 'Adventure']",6.6,Fred Berman,25
8727,BMW M3 Challenge,2007.0,['Sport'],6.6,Ian Bell,8
8728,Top Gear Rally,1997.0,"['Action', 'Sport']",6.6,Akihiro Sano,32
8729,Army Men: World War - Land Sea Air,2000.0,['Action'],6.6,Walter Ianneo,11
8730,Road Runner,1977.0,['Action'],6.6,,11
8731,Spider-Man: Edge of Time,2011.0,"['Action', 'Adventure', 'Drama']",6.6,Gérard Lehiany,560
8732,Mizubaku Daibôken,1990.0,"['Action', 'Adventure', 'Family']",6.6,Nobuhiro Hiramatsu,9
8733,Lucky Luke,1996.0,,6.6,,21
8734,Primal Rage,1994.0,"['Action', 'Fantasy']",6.6,Rob Rowe,141
