,Game,Console,Publisher,Developer,VGChartz Score,Critic Score,User Score,Total Shipped,Total Sales,NA Sales,PAL Sales,Japan Sales,Other Sales,Release Date,Last Update,ID,Genre
140,Synergia    Read the review,PS4,Unknown,Radi Art,7.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13th Apr 21,228719,Visual Novel
141,The Forgotten City    Read the review,XS,Unknown,Modern Storyteller,7.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12th Jun 21,229001,Role-Playing
142,The Great Ace Attorney Chronicles    Read the review,PC,Unknown,Capcom,7.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,02nd Jun 21,228875,Adventure
143,The Medium    Read the review,XS,Bloober Team,Bloober Team,7.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 20,07th May 20,226500,Adventure
144,Xenoblade Chronicles: Definitive Edition    Read the review,NS,Nintendo,Monolith Soft,7.5,N/A,N/A,1.52m,N/A,N/A,N/A,N/A,N/A,29th May 20,11th May 20,225741,Role-Playing
145,Blaster Master: Overdrive    Read the review,WW,Sunsoft,SunSoft,7.4,6.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,08th Feb 10,N/A,43209,Shooter
146,Grand Slam Tennis 2    Read the review,X360,EA Sports,EA Sports,7.4,N/A,N/A,N/A,0.18m,0.10m,0.06m,N/A,0.02m,14th Feb 12,N/A,57501,Sports
147,High Velocity Bowling    Read the review,PSN,Sony Computer Entertainment,Team Ramrod,7.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,06th Dec 07,N/A,17546,Sports
148,MySims Agents    Read the review,Wii,Electronic Arts,EA Redwood Shores,7.4,7.5,N/A,N/A,1.05m,0.63m,0.32m,0.00m,0.10m,29th Sep 09,N/A,33725,Adventure
149,Silent Hill: Origins    Read the review,PSP,Konami,Climax Group,7.4,7.8,N/A,N/A,0.52m,0.22m,0.16m,0.04m,0.10m,06th Nov 07,N/A,12561,Action
150,Time Hollow    Read the review,DS,Konami,Tenky,7.4,N/A,N/A,N/A,0.16m,0.03m,0.01m,0.11m,0.00m,23rd Sep 08,N/A,16779,Adventure
151,Ar tonelico 2: Melody of Metafalica    Read the review,PS2,NIS America,Gust,7.3,7.2,N/A,N/A,0.18m,0.04m,0.03m,0.11m,0.01m,20th Jan 09,N/A,31091,Role-Playing
152,Broken Sword: Shadow of the Templars - The Director's Cut    Read the review,Wii,Ubisoft,Revolution Software,7.3,7.5,N/A,N/A,0.24m,0.11m,0.10m,N/A,0.02m,24th Mar 09,N/A,30924,Adventure
153,Elefunk    Read the review,PSN,Sony Computer Entertainment,8bit Games,7.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17th Jul 08,N/A,24786,Puzzle
154,Ghostbusters: The Video Game    Read the review,Wii,Atari,Red Fly Studio,7.3,7.6,N/A,N/A,0.87m,0.59m,0.21m,N/A,0.07m,16th Jun 09,N/A,13719,Action
155,"Holy Invasion of Privacy, Badman! What Did I Do to Deserve This?    Read the review",PSP,NIS America,Acquire,7.3,6.9,N/A,N/A,0.14m,N/A,0.00m,0.13m,0.00m,16th Jul 09,N/A,13210,Role-Playing
156,Need for Speed: Nitro    Read the review,Wii,Electronic Arts,EA Montreal,7.3,7.0,N/A,N/A,0.83m,0.45m,0.30m,N/A,0.08m,02nd Nov 09,N/A,31151,Racing
157,Sniper Elite III    Read the review,PC,Rebellion Developments,Rebellion Developments,7.3,N/A,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,27th Jun 14,22nd Sep 18,82881,Shooter
158,Star Wars: The Force Unleashed    Read the review,Wii,LucasArts,Krome Studios,7.3,6.8,7.4,N/A,1.86m,1.11m,0.56m,0.00m,0.19m,16th Sep 08,N/A,13793,Action
159,Tales of Monkey Island Chapter 2: The Siege of Spinner Cay    Read the review,PC,LucasArts,Telltale Games,7.3,8.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20th Aug 09,N/A,37321,Adventure
160,Wallace & Gromit's Grand Adventures Episode 3: Muzzled!    Read the review,PC,Telltale Games,Telltale Games,7.3,8.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16th Jun 09,N/A,34771,Adventure
161,Wallace & Gromit's Grand Adventures Episode 3: Muzzled!    Read the review,XBL,Telltale Games,Telltale Games,7.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,04th Nov 09,N/A,34772,Adventure
162,Aliens vs Predator    Read the review,PS3,Sega,Rebellion Developments,7.2,6.1,N/A,N/A,1.04m,0.41m,0.46m,N/A,0.18m,16th Feb 10,N/A,35319,Shooter
163,Aliens vs Predator    Read the review,X360,Sega,Rebellion Developments,7.2,6.0,N/A,N/A,1.06m,0.55m,0.40m,N/A,0.11m,16th Feb 10,N/A,35318,Shooter
164,Among The Sleep    Read the review,PC,Krillbite Studio,Krillbite Studio,7.2,N/A,N/A,0.19m,N/A,N/A,N/A,N/A,N/A,29th May 14,23rd Nov 18,74790,Adventure
165,Dante's Inferno    Read the review,PS3,Electronic Arts,Visceral Games,7.2,7.3,8.3,N/A,1.08m,0.64m,0.28m,0.04m,0.12m,09th Feb 10,N/A,32227,Action
166,Dante's Inferno    Read the review,X360,Electronic Arts,Visceral Games,7.2,7.0,N/A,N/A,0.92m,0.63m,0.20m,0.02m,0.08m,09th Feb 10,N/A,32240,Action
167,DiRT Showdown    Read the review,X360,Codemasters,Codemasters,7.2,N/A,N/A,N/A,0.23m,0.08m,0.13m,N/A,0.02m,12th Jun 12,29th Oct 18,70752,Racing
168,Fallout 3: The Pitt    Read the review,PC,Bethesda Softworks,Bethesda Softworks,7.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24th Mar 09,N/A,31987,Role-Playing
169,Fallout 3: The Pitt    Read the review,XBL,Bethesda Softworks,Bethesda Softworks,7.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24th Mar 09,N/A,31835,Role-Playing
170,Gravity Crash    Read the review,PSN,Sony Computer Entertainment,Just Add Water,7.2,6.5,6.0,N/A,N/A,N/A,N/A,N/A,N/A,24th Nov 09,N/A,35122,Shooter
171,Kinectimals    Read the review,X360,Microsoft Game Studios,Frontier Studio,7.2,7.5,N/A,N/A,1.62m,1.02m,0.46m,0.00m,0.14m,04th Nov 10,N/A,45606,Simulation
172,Klonoa    Read the review,Wii,Namco Bandai,Paon Corporation,7.2,7.6,N/A,N/A,0.16m,0.10m,0.02m,0.03m,0.01m,05th May 09,N/A,34611,Platform
173,LEGO Rock Band    Read the review,PS3,Warner Bros. Interactive,TT Games / Harmonix Music Systems,7.2,7.4,N/A,N/A,0.42m,0.24m,0.12m,N/A,0.06m,03rd Nov 09,N/A,33692,Misc
174,LEGO Rock Band    Read the review,X360,Warner Bros. Interactive,TT Games / Harmonix Music Systems,7.2,7.3,N/A,N/A,0.56m,0.40m,0.11m,N/A,0.05m,03rd Nov 09,N/A,33693,Misc
175,Medal of Honor    Read the review,X360,Electronic Arts,EA Los Angeles,7.2,7.3,N/A,N/A,2.64m,1.58m,0.80m,0.04m,0.22m,12th Oct 10,N/A,41326,Shooter
176,MotoGP 09/10    Read the review,PS3,Capcom,Monumental Games,7.2,7.0,N/A,N/A,0.22m,0.05m,0.13m,N/A,0.04m,23rd Mar 10,N/A,35516,Racing
177,MotoGP 09/10    Read the review,X360,Capcom,Monumental Games,7.2,7.0,N/A,N/A,0.17m,0.07m,0.09m,N/A,0.02m,23rd Mar 10,N/A,35515,Racing
178,Shin Megami Tensei: Persona    Read the review,PSP,Atlus,Atlus Co.,7.2,7.6,N/A,0.21m,N/A,N/A,N/A,N/A,N/A,22nd Sep 09,N/A,34368,Role-Playing
179,Skate it    Read the review,Wii,Electronic Arts,EA Montreal,7.2,6.6,N/A,N/A,0.58m,0.50m,0.03m,N/A,0.04m,19th Nov 08,N/A,24042,Sports
180,Tales of Symphonia: Dawn of the New World    Read the review,Wii,Namco Bandai,Namco Tales Studio,7.2,6.8,8.3,0.22m,N/A,N/A,N/A,N/A,N/A,11th Nov 08,N/A,7136,Role-Playing
181,The Deer God    Read the review,PC,Crescent Moon Games,Crescent Moon Games,7.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Feb 15,N/A,85196,Adventure
182,The Legendary Starfy    Read the review,DS,Nintendo,TOSE Software,7.2,7.1,N/A,N/A,0.85m,0.60m,N/A,0.20m,0.05m,08th Jun 09,N/A,24776,Platform
183,Theresia...,DS,Aksys Games,WorkJam,N/A,N/A,N/A,N/A,0.06m,0.05m,N/A,N/A,0.00m,30th Oct 08,N/A,25078,Adventure
184,Trash Panic    Read the review,PSN,Sony Computer Entertainment,Sony Online Entertainment,7.2,6.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,04th Jun 09,N/A,32861,Puzzle
185,LEGO Batman: The Videogame    Read the review,PSP,Warner Bros. Interactive,Traveller's Tales,7.1,7.9,N/A,N/A,1.30m,0.57m,0.46m,N/A,0.27m,23rd Sep 08,N/A,19097,Adventure
186,Skate it    Read the review,DS,Electronic Arts,Exient Entertainment,7.1,N/A,N/A,N/A,0.17m,0.14m,0.02m,N/A,0.01m,19th Nov 08,N/A,25999,Sports
187,The Infectious Madness of Doctor Dekker     Read the review,XOne,Wales Interactive Ltd.,D'Avekki Studios Limited,7.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,05th Jun 18,04th Jun 18,222062,Adventure
188,1993 Shenandoah    Read the review,NS,Unknown,Limit Break,7.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14th Jul 20,226933,Shooter
189,A Winter's Daydream    Read the review,PSV,Unknown,Evgeniy Kolpakov,7.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,06th Oct 19,225679,Adventure
190,Aliens: Infestation    Read the review,DS,Sega,Way Forward,7.0,8.5,N/A,N/A,0.17m,0.09m,0.05m,N/A,0.02m,11th Oct 11,N/A,53262,Action
191,Alwa's Legacy    Read the review,NS,Unknown,Elden Pixels,7.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Sep 20,227389,Action-Adventure
192,Amnesia: Rebirth    Read the review,PS4,Frictional Games,Frictional Games,7.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20th Oct 20,07th Mar 20,226292,Adventure
193,Ape Out    Read the review,PC,Unknown,Gabe Cuzzillo,7.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Mar 19,223761,Action
194,Astro's Playroom    Read the review,PS5,Sony Interactive Entertainment,ASOBI Team,7.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12th Nov 20,13th Jun 20,226693,Action-Adventure
195,Atelier Ryza: Ever Darkness & the Secret Hideout    Read the review,PS4,Koei Tecmo,Gust,7.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29th Oct 19,08th Jul 19,225238,Role-Playing
196,Attack of the Earthlings    Read the review,XOne,Wales Interactive Ltd.,Team Junkfish,7.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,05th Mar 19,24th Mar 19,223834,Strategy
197,Battle Brothers    Read the review,NS,Unknown,Overhype Studios,7.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19th Feb 21,228318,Strategy
198,Battletoads (2020)    Read the review,XOne,Xbox Game Studios,Dlala Studios,7.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20th Aug 20,18th Dec 19,222961,Action
199,Blade Strangers    Read the review,NS,Nicalis,Studio Saizensen,7.0,8.3,N/A,N/A,0.04m,0.03m,N/A,N/A,0.00m,28th Aug 18,28th Jul 18,220583,Fighting
